"资金账号                     	","品种                       	","合约                       	","买卖                       	","手数                       	","可用                       	","逐笔浮盈                     	","浮盈比例                     	","保证金                      	","开仓均价                     	","盯市浮盈                     	","今手数                      	","盈损                       	","投保                       	","计算价格                     	","昨结算                      	","虚实值                      	",
"                         	","                         	","                         	","                         	","1                        	","                         	","6,590.00                 	","                         	","47,350.80                	","                         	","5,040.00                 	","                         	","                         	","                         	","                         	","                         	","                         	",
"10087226                 	","沪锡                       	","SN2205                   	","卖                        	","1                        	","1                        	","6,590.00                 	","1.94%                    	","47,350.80                	","339770.00                	","5,040.00                 	","0                        	","否                        	","投机                       	","333180                   	","333180                   	","                         	",
"10087226                 	","螺纹                       	","RB2210                   	","买                        	","2                        	","2                        	","-260.00                  	","-0.26%                   	","11,827.20                	","4928.00                  	","-260.00                  	","2                        	","否                        	","投机                       	","4915                     	","4915                     	","                         	",
