,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_         283,       36402,多,开,5070.0,8,2022-04-07 21:00:19
1,rb2210,SHFE,0_0_         319,       38463,空,平今,5071.0,2,2022-04-07 21:00:21
2,rb2210,SHFE,0_0_         587,       48374,空,平今,5074.0,3,2022-04-07 21:00:33
3,rb2210,SHFE,0_0_         998,       58927,多,平昨,5072.0,1,2022-04-07 21:00:50
4,rb2210,SHFE,0_0_        1035,       60442,空,平今,5073.0,1,2022-04-07 21:00:52
5,rb2210,SHFE,0_0_        1098,       62238,多,开,5072.0,4,2022-04-07 21:00:56
6,rb2210,SHFE,0_0_        1112,       74094,空,平今,5073.0,4,2022-04-07 21:01:13
7,rb2210,SHFE,0_0_        1596,       76784,多,开,5072.0,4,2022-04-07 21:01:17
8,rb2210,SHFE,0_0_        1600,       77004,空,平今,5073.0,2,2022-04-07 21:01:17
9,rb2210,SHFE,0_0_        1600,       77024,空,平今,5073.0,2,2022-04-07 21:01:17
10,rb2210,SHFE,0_0_        1606,       77428,多,开,5072.0,4,2022-04-07 21:01:18
11,rb2210,SHFE,0_0_        1621,       77438,空,平今,5073.0,2,2022-04-07 21:01:18
12,rb2210,SHFE,0_0_        1621,       77449,空,平今,5073.0,1,2022-04-07 21:01:18
13,rb2210,SHFE,0_0_        1621,       77452,空,平今,5073.0,1,2022-04-07 21:01:18
14,rb2210,SHFE,0_0_        1622,       77520,多,开,5072.0,4,2022-04-07 21:01:18
15,rb2210,SHFE,0_0_        1623,       77539,空,平今,5073.0,2,2022-04-07 21:01:18
16,rb2210,SHFE,0_0_        1623,       77557,空,平今,5073.0,1,2022-04-07 21:01:18
17,rb2210,SHFE,0_0_        1623,       77582,空,平今,5073.0,1,2022-04-07 21:01:18
18,rb2210,SHFE,0_0_        1624,       77608,多,开,5072.0,1,2022-04-07 21:01:18
19,rb2210,SHFE,0_0_        1624,       77618,多,开,5072.0,1,2022-04-07 21:01:18
20,rb2210,SHFE,0_0_        1624,       77620,多,开,5072.0,1,2022-04-07 21:01:18
21,rb2210,SHFE,0_0_        1624,       77622,多,开,5072.0,1,2022-04-07 21:01:18
22,rb2210,SHFE,0_0_        1627,       78064,空,平今,5073.0,4,2022-04-07 21:01:19
23,rb2210,SHFE,0_0_        1645,       78775,多,开,5072.0,4,2022-04-07 21:01:20
24,rb2210,SHFE,0_0_        1657,       78963,空,平今,5073.0,1,2022-04-07 21:01:20
25,rb2210,SHFE,0_0_        1657,       78964,空,平今,5073.0,1,2022-04-07 21:01:20
26,rb2210,SHFE,0_0_        1657,       78965,空,平今,5073.0,2,2022-04-07 21:01:20
27,rb2210,SHFE,0_0_        1661,       79190,多,开,5072.0,4,2022-04-07 21:01:20
28,rb2210,SHFE,0_0_        1664,       79245,空,平今,5073.0,1,2022-04-07 21:01:20
29,rb2210,SHFE,0_0_        1664,       79375,空,平今,5073.0,1,2022-04-07 21:01:21
30,rb2210,SHFE,0_0_        1664,       79413,空,平今,5073.0,1,2022-04-07 21:01:21
31,rb2210,SHFE,0_0_        1664,       79428,空,平今,5073.0,1,2022-04-07 21:01:21
32,rb2210,SHFE,0_0_        1674,       80252,多,开,5072.0,3,2022-04-07 21:01:22
33,rb2210,SHFE,0_0_        1687,       80606,空,平今,5073.0,3,2022-04-07 21:01:22
34,rb2210,SHFE,0_0_        1692,       81271,多,开,5072.0,3,2022-04-07 21:01:23
35,rb2210,SHFE,0_0_        1709,       81317,空,平今,5073.0,1,2022-04-07 21:01:23
