"资金账号                     	","名称                       	","合约                       	","买卖                       	","开平                       	","成交价                      	","成交量                      	","T+1                      	","委托号                      	","手续费                      	","权利金                      	","成交日期                     	","成交时间                     	","平盈                       	",
"10087226                 	","螺纹                       	","RB2210                   	","买                        	","平仓                       	","5027.75                  	","8                        	","否                        	","0000000000000001612o     	","5.07                     	","0.00                     	","2022-04-12               	","21:01:10                 	","0.00                     	",
"10087226                 	","螺纹                       	","RB2210                   	","买                        	","开仓                       	","4972.13                  	","1036                     	","否                        	","0000000000000001967o     	","15.22                    	","0.00                     	","2022-04-13               	","14:58:41                 	","0.00                     	",
"10087226                 	","螺纹                       	","RB2210                   	","买                        	","平今                       	","4967.68                  	","1199                     	","否                        	","0000000000000003497o     	","20.26                    	","0.00                     	","2022-04-13               	","14:57:12                 	","0.00                     	",
"10087226                 	","螺纹                       	","RB2210                   	","卖                        	","平仓                       	","5030.00                  	","1                        	","否                        	","0000000000000001834o     	","5.07                     	","0.00                     	","2022-04-12               	","21:00:24                 	","0.00                     	",
"10087226                 	","螺纹                       	","RB2210                   	","卖                        	","开仓                       	","4968.61                  	","1199                     	","否                        	","0000000000000001840o     	","5.07                     	","0.00                     	","2022-04-13               	","14:56:15                 	","0.00                     	",
"10087226                 	","螺纹                       	","RB2210                   	","卖                        	","平今                       	","4972.61                  	","1034                     	","否                        	","0000000000000002054o     	","5.07                     	","0.00                     	","2022-04-13               	","14:58:41                 	","0.00                     	",
