,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_        1103,       59647,多,开,4889.0,8,2022-04-11 21:00:34
1,rb2210,SHFE,0_0_        1693,       72030,空,平今,4893.0,2,2022-04-11 21:00:50
2,rb2210,SHFE,0_0_        1693,       72031,空,平今,4893.0,4,2022-04-11 21:00:50
3,rb2210,SHFE,0_0_        1693,       72032,空,平今,4893.0,2,2022-04-11 21:00:50
4,rb2210,SHFE,0_0_        1764,       76618,多,开,4891.0,1,2022-04-11 21:00:56
5,rb2210,SHFE,0_0_        1764,       76632,多,开,4891.0,1,2022-04-11 21:00:56
6,rb2210,SHFE,0_0_        1764,       76642,多,开,4891.0,2,2022-04-11 21:00:56
7,rb2210,SHFE,0_0_        1764,       76675,多,开,4891.0,4,2022-04-11 21:00:56
8,rb2210,SHFE,0_0_        2123,       79281,空,平今,4890.000000000001,4,2022-04-11 21:00:59
9,rb2210,SHFE,0_0_        2251,       81597,空,平今,4890.0,1,2022-04-11 21:01:02
10,rb2210,SHFE,0_0_        2294,       83094,多,平昨,4890.0,6,2022-04-11 21:01:03
11,rb2210,SHFE,0_0_        2502,       87456,空,开,4889.0,4,2022-04-11 21:01:10
12,rb2210,SHFE,0_0_        2346,       89922,空,开,4891.0,4,2022-04-11 21:01:13
13,rb2210,SHFE,0_0_        2595,       90328,多,平今,4890.000000000001,2,2022-04-11 21:01:13
14,rb2210,SHFE,0_0_        2610,       92112,多,平今,4889.0,2,2022-04-11 21:01:15
15,rb2210,SHFE,0_0_        2856,       98700,多,平今,4891.0,1,2022-04-11 21:01:23
16,rb2210,SHFE,0_0_        2856,      105230,多,平今,4891.0,1,2022-04-11 21:01:32
17,rb2210,SHFE,0_0_        2856,      105253,多,平今,4891.0,1,2022-04-11 21:01:32
18,rb2210,SHFE,0_0_        3155,      105781,多,开,4892.0,4,2022-04-11 21:01:33
19,rb2210,SHFE,0_0_        3164,      105798,空,平今,4893.0,1,2022-04-11 21:01:33
20,rb2210,SHFE,0_0_        3164,      105805,空,平今,4893.0,1,2022-04-11 21:01:33
21,rb2210,SHFE,0_0_        3164,      105833,空,平今,4893.0,1,2022-04-11 21:01:33
