"资金账号                     	","名称                       	","合约                       	","买卖                       	","开平                       	","成交价                      	","成交量                      	","T+1                      	","委托号                      	","手续费                      	","权利金                      	","成交日期                     	","成交时间                     	","平盈                       	",
"10116709                 	","螺纹                       	","RB2210                   	","买                        	","平仓                       	","4945.60                  	","5                        	","否                        	","0000000000000001849o     	","0.00                     	","0.00                     	","2022-04-13               	","21:00:46                 	","0.00                     	",
"10116709                 	","螺纹                       	","RB2210                   	","买                        	","开仓                       	","4985.25                  	","911                      	","否                        	","0000000000000001745o     	","0.00                     	","0.00                     	","2022-04-14               	","14:57:00                 	","0.00                     	",
"10116709                 	","螺纹                       	","RB2210                   	","买                        	","平今                       	","4984.46                  	","1143                     	","否                        	","0000000000000002770o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:02                 	","0.00                     	",
"10116709                 	","螺纹                       	","RB2210                   	","卖                        	","平仓                       	","4943.00                  	","1                        	","否                        	","0000000000000002281o     	","0.00                     	","0.00                     	","2022-04-13               	","21:00:32                 	","0.00                     	",
"10116709                 	","螺纹                       	","RB2210                   	","卖                        	","开仓                       	","4985.06                  	","1149                     	","否                        	","0000000000000002597o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:32                 	","0.00                     	",
"10116709                 	","螺纹                       	","RB2210                   	","卖                        	","平今                       	","4985.82                  	","903                      	","否                        	","0000000000000002119o     	","0.00                     	","0.00                     	","2022-04-14               	","14:56:13                 	","0.00                     	",
