,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_         339,       32751,多,开,5008.0,2,2022-04-08 21:00:20
1,rb2210,SHFE,0_0_         386,       34768,空,开,5009.0,4,2022-04-08 21:00:22
2,rb2210,SHFE,0_0_         509,       38957,多,平今,5007.0,2,2022-04-08 21:00:28
3,rb2210,SHFE,0_0_         513,       40032,空,平昨,5008.0,2,2022-04-08 21:00:29
4,rb2210,SHFE,0_0_         536,       46765,多,平今,5007.0,2,2022-04-08 21:00:38
5,rb2210,SHFE,0_0_         703,       47384,空,平昨,5007.000000000001,1,2022-04-08 21:00:39
6,rb2210,SHFE,0_0_         709,       47939,空,开,5007.0,3,2022-04-08 21:00:40
7,rb2210,SHFE,0_0_         939,       57932,多,开,5010.0,6,2022-04-08 21:00:59
8,rb2210,SHFE,0_0_        1081,       60918,空,平今,5011.0,1,2022-04-08 21:01:03
9,rb2210,SHFE,0_0_        1081,       60970,空,平今,5011.0,1,2022-04-08 21:01:03
10,rb2210,SHFE,0_0_        1081,       60997,空,平今,5011.0,1,2022-04-08 21:01:03
11,rb2210,SHFE,0_0_        1081,       61011,空,平今,5011.0,1,2022-04-08 21:01:03
12,rb2210,SHFE,0_0_         826,       66928,多,平今,5007.0,3,2022-04-08 21:01:13
13,rb2210,SHFE,0_0_        1302,       67040,空,平今,5008.0,4,2022-04-08 21:01:14
14,rb2210,SHFE,0_0_        1317,       67573,空,开,5008.0,3,2022-04-08 21:01:15
15,rb2210,SHFE,0_0_        1400,       68461,空,开,5009.0,1,2022-04-08 21:01:17
16,rb2210,SHFE,0_0_        1446,       72253,空,开,5009.0,1,2022-04-08 21:01:24
17,rb2210,SHFE,0_0_        1684,       72365,多,平昨,5008.0,1,2022-04-08 21:01:24
18,rb2210,SHFE,0_0_        1691,       72765,空,开,5009.0,1,2022-04-08 21:01:25
19,rb2210,SHFE,0_0_        1720,       72822,多,平今,5008.0,1,2022-04-08 21:01:25
20,rb2210,SHFE,0_0_        1726,       73106,空,开,5009.0,1,2022-04-08 21:01:26
21,rb2210,SHFE,0_0_        1761,       73298,多,平今,5008.0,1,2022-04-08 21:01:26
22,rb2210,SHFE,0_0_        1767,       73368,空,开,5009.0,1,2022-04-08 21:01:26
23,rb2210,SHFE,0_0_        1768,       73495,多,平今,5008.0,1,2022-04-08 21:01:27
24,rb2210,SHFE,0_0_        1780,       73534,空,开,5009.000000000001,1,2022-04-08 21:01:27
25,rb2210,SHFE,0_0_        1789,       73641,多,平今,5008.0,1,2022-04-08 21:01:27
26,rb2210,SHFE,0_0_        1798,       75433,空,开,5009.0,1,2022-04-08 21:01:31
27,rb2210,SHFE,0_0_        1904,       75501,多,平今,5008.0,1,2022-04-08 21:01:31
28,rb2210,SHFE,0_0_        2097,       79434,空,开,5008.0,1,2022-04-08 21:01:40
