"资金账号                     	","品种                       	","合约                       	","买卖                       	","手数                       	","可用                       	","逐笔浮盈                     	","浮盈比例                     	","保证金                      	","开仓均价                     	","盯市浮盈                     	","今手数                      	","盈损                       	","投保                       	","计算价格                     	","昨结算                      	","虚实值                      	",
"                         	","                         	","                         	","                         	","16                       	","                         	","-890.00                  	","                         	","177,543.20               	","                         	","-440.00                  	","                         	","                         	","                         	","                         	","                         	","                         	",
"10116709                 	","沪锡                       	","SN2205                   	","买                        	","1                        	","1                        	","-10.00                   	","-0.00%                   	","46,740.40                	","339250.00                	","5,380.00                 	","0                        	","否                        	","投机                       	","339240                   	","339240                   	","                         	",
"10116709                 	","沪锡                       	","SN2205                   	","卖                        	","1                        	","1                        	","-440.00                  	","-0.13%                   	","46,740.40                	","338800.00                	","-5,380.00                	","0                        	","否                        	","投机                       	","339240                   	","339240                   	","                         	",
"10116709                 	","螺纹                       	","RB2210                   	","买                        	","8                        	","8                        	","-200.00                  	","-0.05%                   	","48,062.40                	","5006.50                  	","-200.00                  	","8                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
"10116709                 	","螺纹                       	","RB2210                   	","卖                        	","6                        	","6                        	","-240.00                  	","-0.08%                   	","36,000.00                	","5000.00                  	","-240.00                  	","6                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
