,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_      157877,      407234,空,开,5118.0,1,2022-04-06 21:19:47
1,rb2210,SHFE,0_0_      158978,      408413,多,平今,5118.0,1,2022-04-06 21:19:54
2,rb2210,SHFE,0_0_      158147,      409374,多,开,5117.0,4,2022-04-06 21:20:00
3,rb2210,SHFE,0_0_      160342,      409392,空,开,5118.0,4,2022-04-06 21:20:00
4,rb2210,SHFE,0_0_      160342,      409399,空,开,5118.0,1,2022-04-06 21:20:00
5,rb2210,SHFE,0_0_      160355,      409814,多,平今,5117.0,5,2022-04-06 21:20:01
6,rb2210,SHFE,0_0_      162963,      412885,多,开,5116.0,4,2022-04-06 21:20:13
7,rb2210,SHFE,0_0_      160573,      416658,空,开,5118.0,6,2022-04-06 21:20:33
8,rb2210,SHFE,0_0_      166828,      416787,多,平今,5117.0,6,2022-04-06 21:20:34
9,rb2210,SHFE,0_0_      167468,      417749,空,平今,5119.0,1,2022-04-06 21:20:40
10,rb2210,SHFE,0_0_      167621,      418400,多,开,5118.0,1,2022-04-06 21:20:45
11,rb2210,SHFE,0_0_      168350,      419292,空,平今,5119.0,2,2022-04-06 21:20:49
12,rb2210,SHFE,0_0_      169015,      419371,多,开,5118.0,2,2022-04-06 21:20:50
13,rb2210,SHFE,0_0_      173800,      424977,空,平今,5116.0,2,2022-04-06 21:21:21
14,rb2210,SHFE,0_0_      174068,      425133,多,开,5115.0,2,2022-04-06 21:21:21
15,rb2210,SHFE,0_0_      174069,      445086,空,平今,5116.0,2,2022-04-06 21:22:59
16,rb2210,SHFE,0_0_      192299,      450888,空,平今,5112.0,1,2022-04-06 21:23:34
17,rb2210,SHFE,0_0_      192299,      450897,空,平今,5112.0,1,2022-04-06 21:23:34
18,rb2210,SHFE,0_0_      194670,      452940,多,开,5112.0,1,2022-04-06 21:23:47
19,rb2210,SHFE,0_0_      194827,      453045,空,平今,5112.0,2,2022-04-06 21:23:48
20,rb2210,SHFE,0_0_      194827,      453046,空,平今,5112.0,2,2022-04-06 21:23:48
21,rb2210,SHFE,0_0_      196611,      454919,空,开,5113.0,1,2022-04-06 21:24:00
22,rb2210,SHFE,0_0_      196696,      455066,多,平今,5112.0,1,2022-04-06 21:24:01
23,rb2210,SHFE,0_0_      196805,      477619,空,开,5113.0,1,2022-04-06 21:25:37
24,rb2210,SHFE,0_0_      214321,      478271,多,平今,5112.0,1,2022-04-06 21:25:41
25,rb2210,SHFE,0_0_      220223,      483764,多,开,5114.0,1,2022-04-06 21:26:13
26,rb2210,SHFE,0_0_      244862,      515356,空,开,5117.0,1,2022-04-06 21:29:15
27,rb2210,SHFE,0_0_      244862,      515446,空,开,5117.0,1,2022-04-06 21:29:16
28,rb2210,SHFE,0_0_      244862,      515457,空,开,5117.0,1,2022-04-06 21:29:16
29,rb2210,SHFE,0_0_      244862,      515490,空,开,5117.0,1,2022-04-06 21:29:16
30,rb2210,SHFE,0_0_      250658,      516850,空,平今,5117.0,1,2022-04-06 21:29:27
31,rb2210,SHFE,0_0_      252268,      517442,多,平今,5116.0,2,2022-04-06 21:29:34
32,rb2210,SHFE,0_0_      256818,      522741,多,平今,5118.0,2,2022-04-06 21:30:02
33,rb2210,SHFE,0_0_      266065,      534604,空,平今,5122.0,1,2022-04-06 21:30:47
34,rb2210,SHFE,0_0_      259968,      540127,多,开,5119.0,4,2022-04-06 21:31:15
