,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_         715,       48107,空,平昨,4884.0,4,2022-04-11 21:00:22
1,rb2210,SHFE,0_0_         790,       48246,多,开,4883.0,3,2022-04-11 21:00:22
2,rb2210,SHFE,0_0_         790,       48248,多,开,4883.0,1,2022-04-11 21:00:22
3,rb2210,SHFE,0_0_         791,       48532,空,平昨,4884.0,3,2022-04-11 21:00:22
4,rb2210,SHFE,0_0_         791,       48580,空,平昨,4884.0,1,2022-04-11 21:00:22
5,rb2210,SHFE,0_0_         808,       48593,多,开,4883.0,4,2022-04-11 21:00:22
6,rb2210,SHFE,0_0_        1201,       61474,空,平今,4891.0,4,2022-04-11 21:00:36
7,rb2210,SHFE,0_0_        1213,       62164,空,平今,4891.0,4,2022-04-11 21:00:37
8,rb2210,SHFE,0_0_        1360,       65065,空,开,4892.0,3,2022-04-11 21:00:41
9,rb2210,SHFE,0_0_        2301,       83854,多,开,4890.0,8,2022-04-11 21:01:05
10,rb2210,SHFE,0_0_        2380,       84649,空,平今,4890.0,8,2022-04-11 21:01:06
11,rb2210,SHFE,0_0_        2407,       89476,空,开,4890.0,2,2022-04-11 21:01:12
12,rb2210,SHFE,0_0_        2407,       89481,空,开,4890.0,1,2022-04-11 21:01:12
13,rb2210,SHFE,0_0_        2407,       89544,空,开,4890.0,1,2022-04-11 21:01:12
14,rb2210,SHFE,0_0_        2568,       90489,多,平今,4889.0,5,2022-04-11 21:01:13
15,rb2210,SHFE,0_0_        2568,       90501,多,平今,4889.0,1,2022-04-11 21:01:13
16,rb2210,SHFE,0_0_        2568,       91257,多,平今,4889.0,1,2022-04-11 21:01:14
17,rb2210,SHFE,0_0_        2644,       92172,空,开,4890.0,1,2022-04-11 21:01:15
18,rb2210,SHFE,0_0_        2644,       92256,空,开,4890.0,1,2022-04-11 21:01:16
19,rb2210,SHFE,0_0_        2644,       92257,空,开,4890.0,4,2022-04-11 21:01:16
20,rb2210,SHFE,0_0_        2659,       93316,多,平今,4889.0,1,2022-04-11 21:01:17
21,rb2210,SHFE,0_0_        2659,       93317,多,平今,4889.0,1,2022-04-11 21:01:17
22,rb2210,SHFE,0_0_        2659,       93321,多,平今,4889.0,1,2022-04-11 21:01:17
23,rb2210,SHFE,0_0_        2659,       93504,多,平今,4889.0,2,2022-04-11 21:01:17
24,rb2210,SHFE,0_0_        2706,       95504,多,开,4889.0,4,2022-04-11 21:01:20
25,rb2210,SHFE,0_0_        2786,       95650,空,平今,4890.0,1,2022-04-11 21:01:21
26,rb2210,SHFE,0_0_        2786,       95687,空,平今,4890.0,1,2022-04-11 21:01:21
27,rb2210,SHFE,0_0_        2786,       95688,空,平今,4890.0,1,2022-04-11 21:01:21
28,rb2210,SHFE,0_0_        2786,       95689,空,平今,4890.0,1,2022-04-11 21:01:21
29,rb2210,SHFE,0_0_        2789,       95957,空,开,4890.0,3,2022-04-11 21:01:21
30,rb2210,SHFE,0_0_        2789,       95996,空,开,4890.0,1,2022-04-11 21:01:21
31,rb2210,SHFE,0_0_        3187,      106367,多,开,4892.0,1,2022-04-11 21:01:34
32,rb2210,SHFE,0_0_        3187,      106424,多,开,4892.0,1,2022-04-11 21:01:34
33,rb2210,SHFE,0_0_        3187,      106431,多,开,4892.0,1,2022-04-11 21:01:34
34,rb2210,SHFE,0_0_        3187,      106592,多,开,4892.0,2,2022-04-11 21:01:34
35,rb2210,SHFE,0_0_        3187,      106705,多,开,4892.0,3,2022-04-11 21:01:34
36,rb2210,SHFE,0_0_        2875,      109483,多,平今,4891.0,4,2022-04-11 21:01:38
37,rb2210,SHFE,0_0_        2800,      111536,多,平昨,4889.0,1,2022-04-11 21:01:41
38,rb2210,SHFE,0_0_        3417,      112451,空,开,4891.0,6,2022-04-11 21:01:42
39,rb2210,SHFE,0_0_        3333,      112725,空,平今,4892.0,4,2022-04-11 21:01:43
40,rb2210,SHFE,0_0_        3470,      112864,空,平今,4890.0,2,2022-04-11 21:01:43
41,rb2210,SHFE,0_0_        3470,      112865,空,平今,4890.0,1,2022-04-11 21:01:43
42,rb2210,SHFE,0_0_        3470,      112866,空,平今,4890.0,1,2022-04-11 21:01:43
43,rb2210,SHFE,0_0_        3471,      113483,多,平今,4889.0,1,2022-04-11 21:01:44
44,rb2210,SHFE,0_0_        3471,      113591,多,平今,4889.0,2,2022-04-11 21:01:44
45,rb2210,SHFE,0_0_        3471,      113629,多,平今,4889.0,1,2022-04-11 21:01:44
46,rb2210,SHFE,0_0_        3534,      114503,空,开,4890.0,2,2022-04-11 21:01:46
47,rb2210,SHFE,0_0_        3534,      114542,空,开,4890.0,1,2022-04-11 21:01:46
48,rb2210,SHFE,0_0_        3593,      114575,多,平今,4889.0,3,2022-04-11 21:01:46
49,rb2210,SHFE,0_0_        4921,      133493,多,开,4894.0,4,2022-04-11 21:02:21
50,rb2210,SHFE,0_0_        4949,      134038,空,平今,4894.0,1,2022-04-11 21:02:22
51,rb2210,SHFE,0_0_        5074,      135447,空,开,4894.0,4,2022-04-11 21:02:25
52,rb2210,SHFE,0_0_        5167,      136324,空,平今,4894.0,1,2022-04-11 21:02:26
53,rb2210,SHFE,0_0_        5283,      137398,多,平今,4893.0,2,2022-04-11 21:02:29
54,rb2210,SHFE,0_0_        5557,      140701,多,平今,4893.0,1,2022-04-11 21:02:38
55,rb2210,SHFE,0_0_        5643,      141346,多,平今,4893.0,1,2022-04-11 21:02:39
56,rb2210,SHFE,0_0_        4076,      142353,多,开,4892.0,4,2022-04-11 21:02:42
57,rb2210,SHFE,0_0_        5927,      146186,多,平今,4892.0,1,2022-04-11 21:02:51
58,rb2210,SHFE,0_0_        6126,      146890,空,平今,4893.0,1,2022-04-11 21:02:52
59,rb2210,SHFE,0_0_        6253,      148378,空,平今,4893.0,4,2022-04-11 21:02:56
60,rb2210,SHFE,0_0_        6728,      151463,多,开,4894.0,4,2022-04-11 21:03:03
61,rb2210,SHFE,0_0_        6912,      153613,空,平今,4894.0,4,2022-04-11 21:03:07
62,rb2210,SHFE,0_0_        7496,      158227,多,开,4893.0,1,2022-04-11 21:03:15
63,rb2210,SHFE,0_0_        6372,      158235,多,平今,4892.0,2,2022-04-11 21:03:15
64,rb2210,SHFE,0_0_        7535,      158515,空,平今,4893.0,1,2022-04-11 21:03:16
65,rb2210,SHFE,0_0_        7649,      160867,空,开,4891.0,4,2022-04-11 21:03:20
66,rb2210,SHFE,0_0_        7935,      163771,多,平今,4889.0,2,2022-04-11 21:03:25
67,rb2210,SHFE,0_0_        7968,      164522,空,开,4890.0,2,2022-04-11 21:03:27
68,rb2210,SHFE,0_0_        8049,      164536,多,平今,4889.0,1,2022-04-11 21:03:27
69,rb2210,SHFE,0_0_        8049,      164551,多,平今,4889.0,1,2022-04-11 21:03:27
70,rb2210,SHFE,0_0_        8628,      169026,多,平今,4884.0,1,2022-04-11 21:03:38
71,rb2210,SHFE,0_0_        8054,      179305,空,开,4890.0,2,2022-04-11 21:04:07
72,rb2210,SHFE,0_0_       10691,      179791,多,平今,4889.0,2,2022-04-11 21:04:08
73,rb2210,SHFE,0_0_       10796,      180710,空,开,4890.0,2,2022-04-11 21:04:10
74,rb2210,SHFE,0_0_       13816,      192460,多,开,4895.0,4,2022-04-11 21:04:41
75,rb2210,SHFE,0_0_       16882,      202846,空,平今,4896.0,4,2022-04-11 21:05:05
76,rb2210,SHFE,0_0_       16902,      203629,多,开,4895.0,1,2022-04-11 21:05:06
77,rb2210,SHFE,0_0_       16902,      203631,多,开,4895.0,2,2022-04-11 21:05:06
78,rb2210,SHFE,0_0_       16902,      203663,多,开,4895.0,2,2022-04-11 21:05:06
79,rb2210,SHFE,0_0_       16902,      203892,多,开,4895.0,1,2022-04-11 21:05:07
80,rb2210,SHFE,0_0_       17897,      205849,空,平今,4897.0,1,2022-04-11 21:05:11
81,rb2210,SHFE,0_0_       26231,      232864,空,开,4886.0,1,2022-04-11 21:06:09
82,rb2210,SHFE,0_0_       26231,      232865,空,开,4886.0,1,2022-04-11 21:06:09
83,rb2210,SHFE,0_0_       26231,      232866,空,开,4886.0,1,2022-04-11 21:06:09
84,rb2210,SHFE,0_0_       27405,      236379,多,平今,4884.0,1,2022-04-11 21:06:16
85,rb2210,SHFE,0_0_       30529,      245740,空,平今,4886.0,1,2022-04-11 21:06:42
86,rb2210,SHFE,0_0_       40951,      267341,多,平今,4883.0,1,2022-04-11 21:07:47
87,rb2210,SHFE,0_0_       41225,      268707,空,平今,4882.0,1,2022-04-11 21:07:50
88,rb2210,SHFE,0_0_       41225,      268718,空,平今,4882.0,1,2022-04-11 21:07:50
89,rb2210,SHFE,0_0_       50772,      284277,空,开,4878.0,1,2022-04-11 21:08:35
90,rb2210,SHFE,0_0_       50772,      284284,空,开,4878.0,1,2022-04-11 21:08:35
91,rb2210,SHFE,0_0_       50772,      284328,空,开,4878.0,1,2022-04-11 21:08:35
92,rb2210,SHFE,0_0_       50772,      284332,空,开,4878.0,1,2022-04-11 21:08:35
93,rb2210,SHFE,0_0_       52722,      287808,多,平今,4876.0,2,2022-04-11 21:08:46
94,rb2210,SHFE,0_0_       53138,      288037,多,平今,4877.0,4,2022-04-11 21:08:46
95,rb2210,SHFE,0_0_       61335,      299527,多,开,4876.0,4,2022-04-11 21:09:28
96,rb2210,SHFE,0_0_       65005,      304137,多,平今,4875.0,2,2022-04-11 21:09:47
97,rb2210,SHFE,0_0_       62350,      308091,空,平今,4877.0,1,2022-04-11 21:10:03
98,rb2210,SHFE,0_0_       68451,      310249,多,开,4877.0,2,2022-04-11 21:10:07
99,rb2210,SHFE,0_0_       71450,      313882,空,平今,4877.0,3,2022-04-11 21:10:17
100,rb2210,SHFE,0_0_       71734,      314512,多,开,4876.0,3,2022-04-11 21:10:18
101,rb2210,SHFE,0_0_       74355,      318587,空,平今,4876.0,1,2022-04-11 21:10:28
102,rb2210,SHFE,0_0_       74870,      319415,空,平今,4876.0,3,2022-04-11 21:10:31
103,rb2210,SHFE,0_0_       71929,      321045,空,平今,4877.0,3,2022-04-11 21:10:37
104,rb2210,SHFE,0_0_       82740,      328583,空,开,4877.0,1,2022-04-11 21:11:05
105,rb2210,SHFE,0_0_       82740,      328584,空,开,4877.0,1,2022-04-11 21:11:05
106,rb2210,SHFE,0_0_       82740,      328585,空,开,4877.0,1,2022-04-11 21:11:05
107,rb2210,SHFE,0_0_       82740,      328586,空,开,4877.0,1,2022-04-11 21:11:05
108,rb2210,SHFE,0_0_       82740,      328587,空,开,4877.0,1,2022-04-11 21:11:05
109,rb2210,SHFE,0_0_       82740,      328588,空,开,4877.0,1,2022-04-11 21:11:05
110,rb2210,SHFE,0_0_       83305,      329779,多,平今,4877.0,2,2022-04-11 21:11:10
111,rb2210,SHFE,0_0_       76654,      330816,多,开,4876.0,3,2022-04-11 21:11:13
112,rb2210,SHFE,0_0_       75614,      332763,多,开,4875.0,3,2022-04-11 21:11:20
113,rb2210,SHFE,0_0_       86754,      333388,空,平今,4876.0,3,2022-04-11 21:11:23
114,rb2210,SHFE,0_0_       88267,      335340,空,开,4874.0,1,2022-04-11 21:11:29
