"资金账号                     	","名称                       	","合约                       	","买卖                       	","开平                       	","成交价                      	","成交量                      	","T+1                      	","委托号                      	","手续费                      	","权利金                      	","成交日期                     	","成交时间                     	","平盈                       	",
"10087227                 	","螺纹                       	","RB2210                   	","买                        	","开仓                       	","4985.84                  	","929                      	","否                        	","0000000000000001426o     	","0.00                     	","0.00                     	","2022-04-14               	","14:57:20                 	","0.00                     	",
"10087227                 	","螺纹                       	","RB2210                   	","买                        	","平今                       	","4982.23                  	","908                      	","否                        	","0000000000000003022o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:58                 	","0.00                     	",
"10087227                 	","螺纹                       	","RB2210                   	","卖                        	","平仓                       	","4946.00                  	","1                        	","否                        	","0000000000000002156o     	","0.00                     	","0.00                     	","2022-04-13               	","21:00:28                 	","0.00                     	",
"10087227                 	","螺纹                       	","RB2210                   	","卖                        	","开仓                       	","4982.53                  	","910                      	","否                        	","0000000000000001675o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:53                 	","0.00                     	",
"10087227                 	","螺纹                       	","RB2210                   	","卖                        	","平今                       	","4986.60                  	","923                      	","否                        	","0000000000000003484o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:46                 	","0.00                     	",
