"资金账号                     	","品种                       	","合约                       	","买卖                       	","手数                       	","可用                       	","逐笔浮盈                     	","浮盈比例                     	","保证金                      	","开仓均价                     	","盯市浮盈                     	","今手数                      	","盈损                       	","投保                       	","计算价格                     	","昨结算                      	","虚实值                      	",
"                         	","                         	","                         	","                         	","8                        	","                         	","-100.00                  	","                         	","48,045.60                	","                         	","-100.00                  	","                         	","                         	","                         	","                         	","                         	","                         	",
"10087227                 	","螺纹                       	","RB2210                   	","买                        	","6                        	","6                        	","-80.00                   	","-0.03%                   	","36,038.40                	","5005.33                  	","-80.00                   	","6                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
"10087227                 	","螺纹                       	","RB2210                   	","卖                        	","2                        	","2                        	","-20.00                   	","-0.02%                   	","12,007.20                	","5003.00                  	","-20.00                   	","2                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
"10087227                 	","沪锡                       	","SN2205                   	","买                        	","1                        	","1                        	","-520.00                  	","-0.15%                   	","46,740.40                	","339760.00                	","5,380.00                 	","0                        	","否                        	","投机                       	","339240                   	","339240                   	","                         	",
