datetime,open,high,low,close,volume,Contract,TradeDate,PreClose,last_close,RSI_6,RSI_14,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,BBB_14_2.0,BBP_14_2.0
2021-01-05 11:30:00,4431.5,4450.5,4428.5,4449.5,6849.0,eg2105,20210105,4503.0,4431.5,41.193046257953085,37.24271531989378,4412.513047674795,4475.071428571428,4537.6298094680615,2.7958606648029956,0.29561948211478783
2021-01-05 13:45:00,4449.5,4458.5,4445.5,4450.5,6880.0,eg2105,20210105,4503.0,4449.5,42.32285212550056,37.90538159536001,4409.659288731975,4471.285714285715,4532.9121398394545,2.7565416075668807,0.33135713211543494
2021-01-05 14:00:00,4450.5,4451.5,4433.5,4448.0,7557.0,eg2105,20210105,4503.0,4450.5,40.016450371076466,36.85757254498879,4408.6759292482075,4466.607142857143,4524.538356466079,2.5939695055374377,0.33940313262940996
2021-01-05 14:15:00,4447.5,4454.5,4438.5,4441.5,5384.0,eg2105,20210105,4503.0,4448.0,34.20134244189982,34.20974814183583,4408.125265323815,4461.607142857143,4515.089020390471,2.397426569434749,0.31201910081958967
2021-01-05 14:30:00,4441.5,4442.5,4407.0,4411.5,18967.0,eg2105,20210105,4503.0,4441.5,18.94981508645595,25.208510646573398,4402.39305257023,4454.607142857143,4506.821233144056,2.3442736300837343,0.08720775732879762
2021-01-05 14:45:00,4412.5,4426.5,4397.5,4425.5,17562.0,eg2105,20210105,4503.0,4411.5,35.145470415185414,33.943446477042016,4407.646858986389,4447.964285714285,4488.281712442182,1.812848491494664,0.22140724821182792
2021-01-05 15:00:00,4425.5,4436.5,4416.5,4421.5,13356.0,eg2105,20210105,4503.0,4425.5,32.89201875349779,32.76598317541707,4407.331938486922,4443.25,4479.168061513078,1.616747268917036,0.19722753562186782
2021-01-05 21:15:00,4441.5,4461.5,4426.5,4437.5,25268.0,eg2105,20210106,4421.0,4421.5,48.68500936701458,41.50661580036138,4408.871997214025,4440.678571428572,4472.485145643118,1.4325096357656046,0.4500327918509709
2021-01-05 21:30:00,4436.5,4450.0,4432.5,4444.5,8225.0,eg2105,20210106,4421.0,4437.5,54.32788674643344,44.88263564734972,4411.220853313743,4438.892857142857,4466.564860971971,1.2467975560430868,0.601314362555193
2021-01-05 21:45:00,4444.5,4449.5,4423.5,4423.5,11717.0,eg2105,20210106,4421.0,4444.5,38.92028938811295,37.828780712997144,4410.528154715559,4436.178571428572,4461.828988141584,1.156419485825715,0.2528583732103709
2021-01-05 22:00:00,4424.5,4427.5,4406.5,4407.5,16001.0,eg2105,20210106,4421.0,4423.5,30.90641289770778,33.507825293892786,4406.125585585548,4432.535714285715,4458.945842985881,1.1916487718327449,0.026020592895546896
2021-01-05 22:15:00,4407.5,4432.5,4405.5,4426.5,9724.0,eg2105,20210106,4421.0,4407.5,46.58047241192701,41.98269951190529,4405.403131786804,4431.964285714285,4458.525439641767,1.1986176880123778,0.3971376445239505
2021-01-05 22:30:00,4427.5,4441.5,4424.5,4428.5,7929.0,eg2105,20210106,4421.0,4426.5,48.06857086841349,42.80902528830341,4405.403131786804,4431.964285714285,4458.525439641767,1.1986176880123778,0.43478661123414125
2021-01-05 22:45:00,4428.5,4443.5,4428.5,4439.5,5517.0,eg2105,20210106,4421.0,4428.5,56.13362529807966,47.25835724110023,4405.696339464074,4432.535714285715,4459.375089107355,1.2110167430863186,0.629740088220499
2021-01-05 23:00:00,4439.5,4441.5,4433.5,4434.5,6044.0,eg2105,20210106,4421.0,4439.5,51.74988346572394,45.52464936472454,4406.272268028077,4431.464285714285,4456.656303400494,1.1369613320554168,0.5602515114812853
2021-01-06 09:15:00,4448.0,4491.5,4446.5,4448.5,31449.0,eg2105,20210106,4421.0,4434.5,61.77900958023798,50.95057611698793,4406.543537669432,4431.321428571428,4456.099319473425,1.1183070919765856,0.8466512040213152
2021-01-06 09:30:00,4448.5,4479.5,4444.5,4477.5,19337.0,eg2105,20210106,4421.0,4448.5,74.7994555135564,59.86766283599728,4399.872952050636,4433.428571428572,4466.984190806507,1.5137548214574343,1.1566922230678196
2021-01-06 09:45:00,4477.5,4483.5,4465.5,4468.5,11788.0,eg2105,20210106,4421.0,4477.5,66.37822914980177,56.438458100849694,4397.358216986178,4435.357142857143,4473.356068728108,1.7134550678589462,0.9361025526800691
2021-01-06 10:00:00,4468.0,4469.5,4448.5,4462.5,9811.0,eg2105,20210106,4421.0,4468.5,60.89370108776091,54.20916460206126,4401.06961263427,4439.0,4476.93038736573,1.7089609085708486,0.8097780121965245
2021-01-06 10:15:00,4462.5,4474.5,4458.5,4473.5,6048.0,eg2105,20210106,4421.0,4462.5,66.90887061146455,57.5218756725387,4401.444502846364,4442.428571428572,4483.412640010779,1.8451199799045006,0.8790671551935387
2021-01-06 10:45:00,4474.5,4481.5,4455.5,4462.5,8823.0,eg2105,20210106,4421.0,4473.5,56.48324670105151,53.364297068984584,4404.917719780454,4445.357142857143,4485.796565933832,1.8194004115807834,0.7119572417038094
2021-01-06 11:00:00,4462.5,4468.5,4432.5,4444.5,15527.0,eg2105,20210106,4421.0,4462.5,43.25002044035343,47.335152303115,4405.646219374253,4445.857142857143,4486.0680663400335,1.8089165796743853,0.48312469921611506
2021-01-06 11:15:00,4444.0,4458.5,4440.5,4457.5,11051.0,eg2105,20210106,4421.0,4444.5,52.82815697710884,51.58920318602155,4406.144928498679,4446.785714285715,4487.42650007275,1.8278724633153813,0.6318169113465227
2021-01-06 11:30:00,4457.5,4459.5,4446.5,4450.5,4505.0,eg2105,20210106,4421.0,4457.5,47.633425940462686,49.28086446755963,4410.167997611142,4448.714285714285,4487.260573817429,1.7329181254423731,0.5231632457181921
2021-01-06 13:45:00,4450.5,4461.5,4437.5,4457.5,9523.0,eg2105,20210106,4421.0,4450.5,53.160452409670384,51.612489339968334,4421.116328468142,4452.285714285715,4483.455100103288,1.4001520934544818,0.5836443448838433
2021-01-06 14:00:00,4457.5,4471.5,4456.5,4459.5,7480.0,eg2105,20210106,4421.0,4457.5,54.7962335847866,52.28738509209017,4426.818334116712,4454.642857142857,4482.467380169001,1.2492369834555404,0.5872816912724655
2021-01-06 14:15:00,4459.5,4470.5,4452.5,4460.5,7958.0,eg2105,20210106,4421.0,4459.5,55.72398639149727,52.6430506578521,4433.099246329156,4456.928571428572,4480.757896527987,1.0693159972172352,0.5749376777673829
2021-01-06 14:30:00,4460.5,4470.5,4449.5,4457.5,8741.0,eg2105,20210106,4421.0,4460.5,51.89005541351131,51.405051530751784,4436.430562151849,4458.214285714285,4479.998009276722,0.9772398618092174,0.48360505924898384
2021-01-06 14:45:00,4457.0,4462.5,4452.5,4453.5,4056.0,eg2105,20210106,4421.0,4457.5,46.744282749820684,49.725916933721564,4441.8842373107,4459.571428571428,4477.258619832157,0.7932238128269807,0.32836651444740517
2021-01-06 15:00:00,4453.5,4454.5,4441.5,4450.5,10067.0,eg2105,20210106,4421.0,4453.5,42.91418514906878,48.44771647291627,4442.357877734554,4459.714285714285,4477.070693694017,0.7783641223532636,0.23455666273097606
2021-01-06 21:15:00,4443.0,4471.5,4426.0,4464.5,24424.0,eg2105,20210107,4450.0,4450.5,60.86926591493124,54.345528823657986,4444.158370587244,4458.785714285715,4473.413057984186,0.6561133293132201,0.6953288933411264
2021-01-06 21:30:00,4464.5,4477.5,4456.5,4473.5,10864.0,eg2105,20210107,4450.0,4464.5,68.50989315405003,57.6961268738144,4443.383829927472,4459.142857142857,4474.901884358242,0.7068186743621032,0.9555212279577426
2021-01-06 21:45:00,4473.5,4473.5,4456.5,4467.5,7888.0,eg2105,20210107,4450.0,4473.5,59.253993647438115,54.80825188442187,4443.234348197163,4459.5,4475.765651802837,0.7294832067647519,0.7459169819006158
2021-01-06 22:00:00,4467.5,4468.5,4440.5,4444.5,11159.0,eg2105,20210107,4450.0,4467.5,36.5432826983987,45.42259021963537,4441.438140616652,4457.428571428572,4473.419002240491,0.7174733394233431,0.09574036557743969
2021-01-06 22:15:00,4444.5,4455.5,4443.5,4448.5,5373.0,eg2105,20210107,4450.0,4444.5,41.243144122680945,47.11863925733078,4440.084690341774,4456.428571428572,4472.772452515369,0.7334968271042274,0.25744526693307074
2021-01-06 22:30:00,4449.5,4449.5,4419.5,4426.5,14619.0,eg2105,20210107,4450.0,4448.5,27.701850234404244,39.793939996416135,4433.330578256782,4455.142857142857,4476.9551360289315,0.9791954864523983,-0.15657644697416312
2021-01-06 22:45:00,4426.5,4430.5,4408.5,4430.5,15069.0,eg2105,20210107,4450.0,4426.5,32.534742736748555,41.572372168608815,4428.058444910796,4453.214285714285,4478.370126517774,1.1297835311535636,0.048528592390856454
2021-01-06 23:00:00,4429.5,4455.0,4418.5,4451.5,11231.0,eg2105,20210107,4450.0,4430.5,52.52717321014637,49.93388694577264,4428.155441460996,4453.285714285715,4478.415987110433,1.1286171351684349,0.46447085357628437
2021-01-07 09:15:00,4454.5,4469.5,4437.5,4443.5,18406.0,eg2105,20210107,4450.0,4451.5,46.260364958641176,47.16477899403881,4426.794219105351,4452.285714285715,4477.777209466079,1.145097004829285,0.327673617738941
2021-01-07 09:30:00,4444.5,4444.5,4422.5,4425.5,15174.0,eg2105,20210107,4450.0,4443.5,34.989369832098006,41.57784329927552,4421.2853571450905,4449.857142857143,4478.428928569196,1.284166425788103,0.0737553280250801
2021-01-07 09:45:00,4425.5,4433.5,4415.5,4426.5,12773.0,eg2105,20210107,4450.0,4425.5,36.028449449018666,41.988972764235314,4417.158696864535,4447.428571428572,4477.698445992608,1.361230386407907,0.15430032780121317
2021-01-07 10:00:00,4427.5,4433.5,4418.5,4420.5,8279.0,eg2105,20210107,4450.0,4426.5,32.310214816586274,40.16272328710993,4412.127934014468,4444.785714285715,4477.443494556961,1.4694872765759195,0.12817873590911014
2021-01-07 10:15:00,4420.5,4431.5,4411.5,4429.0,11215.0,eg2105,20210107,4450.0,4420.5,42.41346463291176,43.88618593913459,4409.812520395828,4443.035714285715,4476.258908175601,1.4955177507605448,0.2887663309518955
2021-01-07 10:45:00,4429.5,4456.5,4429.5,4452.5,13143.0,eg2105,20210107,4450.0,4429.0,61.48536369455824,52.657420399741056,4409.811335268234,4443.178571428572,4476.545807588909,1.5019534157327086,0.6396793628132209
2021-01-07 11:00:00,4452.5,4472.5,4442.5,4469.5,13036.0,eg2105,20210107,4450.0,4452.5,70.08568007961742,57.79670885049817,4409.17114722329,4443.535714285715,4477.900281348139,1.5467217671704308,0.8777769943546817
2021-01-07 11:15:00,4469.5,4503.5,4465.5,4496.5,33845.0,eg2105,20210107,4450.0,4469.5,79.01608620038505,64.40564722585606,4403.764965757319,4445.178571428572,4486.592177099824,1.8633044772346674,1.119620384890246
2021-01-07 11:30:00,4496.5,4509.5,4473.5,4478.5,17541.0,eg2105,20210107,4450.0,4496.5,63.78302534070932,57.89640538755428,4402.518976439759,4445.964285714285,4489.4095949888115,1.9543705924100225,0.8744445007874735
2021-01-07 13:45:00,4480.5,4491.5,4452.5,4462.5,21822.0,eg2105,20210107,4450.0,4478.5,52.904022697421446,52.78919596569961,4402.996267308363,4447.25,4491.503732691637,1.9901616815621876,0.6723018497248917
2021-01-07 14:00:00,4462.5,4464.5,4446.0,4463.5,15762.0,eg2105,20210107,4450.0,4462.5,53.498874383039,53.06785120021448,4403.279214811355,4448.321428571428,4493.363642331502,2.025133052246127,0.6684927333880978
2021-01-07 14:15:00,4463.5,4474.5,4458.5,4468.5,9955.0,eg2105,20210107,4450.0,4463.5,56.77465354778268,54.51350070158323,4406.901987617114,4451.321428571428,4495.740869525743,1.9957867193863774,0.6933677130948119
2021-01-07 14:30:00,4468.5,4470.5,4455.5,4461.5,7461.0,eg2105,20210107,4450.0,4468.5,50.766541663118865,52.094174380799664,4410.417166262001,4453.535714285715,4496.654262309428,1.9363737394269105,0.5923533615963281
2021-01-07 14:45:00,4460.5,4466.5,4448.5,4448.5,7094.0,eg2105,20210107,4450.0,4461.5,41.0787047598404,47.84722460257387,4410.134778612283,4453.321428571428,4496.508078530574,1.9395253925337654,0.4441791783341664
2021-01-07 15:00:00,4447.0,4456.5,4432.5,4439.0,16112.0,eg2105,20210107,4450.0,4448.5,35.18988123512015,44.96250627571343,4409.4601988324,4453.0,4496.5398011676,1.9555266637143391,0.33922756162678425
2021-01-07 21:15:00,4437.5,4439.5,4416.5,4417.5,23364.0,eg2105,20210108,4438.0,4439.0,25.3288330617727,39.20207204213477,4407.279837633866,4452.428571428572,4497.577305223277,2.028049774203092,0.11318326680661504
2021-01-07 21:30:00,4418.0,4434.5,4416.5,4430.5,9472.0,eg2105,20210108,4438.0,4417.5,37.94598430333616,43.88356485741443,4408.179043993801,4452.714285714285,4497.249527434769,2.000363771974642,0.25059879708626515
2021-01-07 21:45:00,4429.5,4431.5,4392.5,4394.5,33571.0,eg2105,20210108,4438.0,4430.5,24.30100261376817,35.68826498309289,4399.463106833734,4450.857142857143,4502.251178880552,2.3093994875071524,-0.04828485187924654
2021-01-07 22:00:00,4395.5,4433.5,4394.5,4420.5,17526.0,eg2105,20210108,4438.0,4394.5,42.286947962038475,43.844845153250944,4397.650774041545,4450.25,4502.849225958455,2.363877353337658,0.21720116163403233
2021-01-07 22:15:00,4419.5,4440.5,4419.5,4437.5,8302.0,eg2105,20210108,4438.0,4420.5,51.35542530248766,48.448662424980945,4396.1966241758155,4449.178571428572,4502.160518681328,2.381650743037912,0.38978725741375947
2021-01-07 22:30:00,4437.0,4444.5,4426.5,4428.5,8686.0,eg2105,20210108,4438.0,4437.5,46.69421943496834,46.28520234109525,4393.553090358975,4446.25,4498.946909641025,2.3703979596749996,0.3315840518835517
2021-01-07 22:45:00,4428.5,4442.5,4428.0,4434.5,4714.0,eg2105,20210108,4438.0,4428.5,50.30278029452505,47.953792241746434,4396.915801907026,4441.821428571428,4486.72705523583,2.0219465094005136,0.4184798307554591
2021-01-07 23:00:00,4434.5,4458.5,4434.5,4447.5,12495.0,eg2105,20210108,4438.0,4434.5,57.74075662553151,51.471270134374066,4399.336312273225,4439.607142857143,4479.877973441061,1.8141618971268352,0.5979971983245971
2021-01-08 09:15:00,4451.5,4492.0,4450.0,4467.5,26618.0,eg2105,20210108,4438.0,4447.5,66.88941552470264,56.3579992411015,4398.808719720788,4439.964285714285,4481.119851707783,1.853869236106998,0.8345320811535587
2021-01-08 09:30:00,4467.5,4471.5,4444.5,4459.5,12312.0,eg2105,20210108,4438.0,4467.5,60.59292080444783,54.01496769728678,4399.12947042945,4439.678571428572,4480.2276724276935,1.826668320543499,0.7444126760277331
2021-01-08 09:45:00,4459.5,4468.5,4443.5,4466.5,11502.0,eg2105,20210108,4438.0,4459.5,64.13754916044569,55.74854364687293,4399.381610624737,4439.535714285715,4479.6898179466925,1.8089325661585909,0.8357600252012284
2021-01-08 10:00:00,4466.5,4476.5,4463.5,4474.5,7006.0,eg2105,20210108,4438.0,4466.5,68.07568942975978,57.71069953930807,4397.798701916375,4440.464285714285,4483.129869512196,1.9216721969895305,0.8988661499034905
2021-01-08 10:15:00,4474.5,4475.5,4457.5,4472.5,6049.0,eg2105,20210108,4438.0,4474.5,65.90454925439182,57.02987832833112,4396.5345964813805,4442.178571428572,4487.822546375763,2.0550265692048617,0.8321514899448348
2021-01-08 10:45:00,4472.5,4476.0,4436.0,4460.5,14183.0,eg2105,20210108,4438.0,4472.5,53.597064281069336,52.99053319363381,4397.163676871075,4443.714285714285,4490.264894557496,2.0951215964924583,0.6802953248393763
2021-01-08 11:00:00,4461.5,4462.5,4447.0,4449.5,8490.0,eg2105,20210108,4438.0,4460.5,44.46332620331143,49.527541794864796,4401.736180527594,4446.0,4490.263819472406,1.9911749650205077,0.5395356754310584
2021-01-08 11:15:00,4449.5,4454.5,4416.0,4418.5,19306.0,eg2105,20210108,4438.0,4449.5,28.20718286787406,41.33017986024013,4399.275924498476,4445.142857142857,4491.009789787237,2.06368767521959,0.2095635612977809
2021-01-08 11:30:00,4417.5,4423.5,4397.5,4414.0,23100.0,eg2105,20210108,4438.0,4418.5,26.51832271444012,40.28777571065243,4406.034454542141,4446.535714285715,4487.036974029288,1.8216995137788743,0.0983370086299932
2021-01-08 13:45:00,4418.0,4419.5,4373.5,4403.5,32590.0,eg2105,20210108,4438.0,4414.0,22.710935626599344,37.886641614508754,4400.937378761265,4445.321428571428,4489.705478381592,1.9968882126225482,0.028868718038301915
2021-01-08 14:00:00,4403.5,4423.5,4403.5,4413.5,11811.0,eg2105,20210108,4438.0,4403.5,33.605395777426054,41.46476936582473,4396.383996941139,4443.607142857143,4490.830288773147,2.12544198430829,0.18122472282241758
2021-01-08 14:15:00,4413.5,4426.5,4404.5,4426.5,8585.0,eg2105,20210108,4438.0,4413.5,45.57343917909705,45.833261452042294,4396.047495008708,4443.464285714285,4490.881076419862,2.1342262548625337,0.32111520558591916
2021-01-08 14:30:00,4426.5,4437.5,4411.5,4412.5,9412.0,eg2105,20210108,4438.0,4426.5,36.96302882609007,42.18224897661044,4391.998427778119,4441.892857142857,4491.787286507595,2.246539075543198,0.2054495109264681
2021-01-08 14:45:00,4412.5,4420.5,4404.5,4408.0,7245.0,eg2105,20210108,4438.0,4412.5,34.452320576401,41.05032232010098,4386.375729176751,4439.071428571428,4491.767127966106,2.374176682785942,0.20518060365124788
2021-01-08 15:00:00,4408.5,4420.5,4403.5,4417.0,7383.0,eg2105,20210108,4438.0,4408.0,43.64009261280115,44.271260966342616,4384.150872979104,4435.464285714285,4486.777698449467,2.3137786454712885,0.3200832420796494
2021-01-10 21:15:00,4438.5,4444.5,4411.5,4425.5,23530.0,eg2105,20210111,4416.0,4417.0,51.3660160422201,47.20521395833828,4383.3086531193285,4433.035714285715,4482.762775452101,2.2434766769930525,0.42422924149387936
2021-01-10 21:30:00,4425.5,4443.5,4416.5,4416.5,14225.0,eg2105,20210111,4416.0,4425.5,43.746486802720426,44.531879901740055,4382.774635154568,4429.464285714285,4476.153936274002,2.1081398357945162,0.3611653165223012
2021-01-10 21:45:00,4416.5,4421.5,4397.5,4412.5,16020.0,eg2105,20210111,4416.0,4416.5,40.539279647268586,43.35665444815776,4384.983134048302,4425.035714285715,4465.088294523127,1.8102715016788293,0.343509279409603
2021-01-10 22:00:00,4412.0,4427.5,4404.5,4408.0,9991.0,eg2105,20210111,4416.0,4412.5,36.888324260320566,42.01334932585968,4389.4680962964085,4420.428571428572,4451.389046560735,1.4007906532989145,0.29928325751596396
2021-01-10 22:15:00,4408.0,4424.5,4408.0,4417.5,4962.0,eg2105,20210111,4416.0,4408.0,48.61245617960188,45.82910610661301,4395.8051175249475,4417.357142857143,4438.909168189339,0.97578822065792,0.5033142393964124
2021-01-10 22:30:00,4417.5,4427.5,4410.5,4412.5,6976.0,eg2105,20210111,4416.0,4417.5,43.50780781095715,44.181241016762165,4402.544567524547,4414.714285714285,4426.884003904023,0.5513252909307566,0.40902477445400076
2021-01-10 22:45:00,4412.5,4416.5,4378.5,4380.5,26990.0,eg2105,20210111,4416.0,4412.5,24.084650312992707,35.40660338509076,4390.810379899549,4412.0,4433.189620100451,0.9605448821600664,-0.24328845563704693
2021-01-10 23:00:00,4381.0,4385.5,4323.0,4349.0,38150.0,eg2105,20210111,4416.0,4380.5,15.76897007793943,29.248580106722866,4368.683732701548,4407.357142857143,4446.030553012738,1.754947870211588,-0.254486643695948
2021-01-11 09:15:00,4368.5,4414.0,4368.5,4411.5,31938.0,eg2105,20210111,4416.0,4349.0,53.77176114311935,48.41801331449768,4369.2636054795585,4407.928571428572,4446.593537377585,1.7543372276779936,0.5461842973835542
2021-01-11 09:30:00,4410.5,4444.5,4394.0,4437.0,25201.0,eg2105,20210111,4416.0,4411.5,62.13576112860599,53.90543888562914,4368.1787561580295,4409.607142857143,4451.035529556257,1.8790057869994592,0.8306049224388814
2021-01-11 09:45:00,4437.0,4468.0,4432.5,4449.5,40937.0,eg2105,20210111,4416.0,4437.0,65.77795994363,56.35644937073206,4365.657472416743,4411.25,4456.842527583257,2.0671024123890924,0.9194766338645224
2021-01-11 10:00:00,4449.5,4461.0,4434.0,4459.5,17183.0,eg2105,20210111,4416.0,4449.5,68.67098619584856,58.268225384614695,4362.661871421804,4414.607142857143,4466.552414292482,2.3533360842487174,0.9321168789996497
2021-01-11 10:15:00,4459.5,4464.5,4444.5,4457.5,8115.0,eg2105,20210111,4416.0,4459.5,67.30543540193403,57.72361597494135,4361.915730274062,4418.142857142857,4474.3699840116515,2.545283332244072,0.8499835848716101
2021-01-11 10:45:00,4458.5,4475.5,4446.5,4455.0,16777.0,eg2105,20210111,4416.0,4457.5,65.35598932463168,57.00636459612145,4361.529446877904,4420.857142857143,4480.184838836382,2.6839906408238527,0.7877480456581747
2021-01-11 11:00:00,4455.5,4464.5,4437.5,4447.0,11296.0,eg2105,20210111,4416.0,4455.0,58.81449884114347,54.66555398037585,4361.569719426741,4422.392857142857,4483.215994858972,2.7506890355919706,0.7022843919364529
2021-01-11 11:15:00,4447.0,4452.5,4418.5,4420.5,13797.0,eg2105,20210111,4416.0,4447.0,42.07472076455604,47.681137756932415,4361.931311475239,4422.678571428572,4483.425831381904,2.7470800318057074,0.4820685621849841
2021-01-11 11:30:00,4419.5,4424.0,4365.5,4379.5,32932.0,eg2105,20210111,4416.0,4420.5,27.528129700522133,39.31226298334913,4355.737477510078,4420.321428571428,4484.905379632779,2.9221382247861967,0.18396615644766934
2021-01-11 13:45:00,4385.5,4403.5,4364.5,4400.5,19004.0,eg2105,20210111,4416.0,4379.5,40.229330744235675,44.66909867600436,4354.679521596143,4419.785714285715,4484.8919069752865,2.9461244005171716,0.3518903234161648
2021-01-11 14:00:00,4400.5,4400.5,4371.5,4372.5,7958.0,eg2105,20210111,4416.0,4400.5,31.419072095812776,39.64437300640376,4347.038438310005,4416.571428571428,4486.1044188328515,3.1487316071287443,0.18308979373867582
2021-01-11 14:15:00,4373.5,4396.5,4370.5,4394.0,10834.0,eg2105,20210111,4416.0,4372.5,42.93452364254782,44.78079209230033,4344.761145764526,4415.25,4485.738854235474,3.192972277242458,0.34926694985697576
2021-01-11 14:30:00,4394.5,4415.5,4392.5,4398.5,15779.0,eg2105,20210111,4416.0,4394.0,45.24375054668875,45.820089175182964,4347.999525424102,4416.535714285715,4485.071903147327,3.1036175543616955,0.36842196374434993
2021-01-11 14:45:00,4398.5,4422.5,4385.5,4422.5,11015.0,eg2105,20210111,4416.0,4398.5,56.50759324436217,51.10565603054243,4364.392690461608,4421.785714285715,4479.178738109821,2.5959206317340757,0.5062227572855754
2021-01-11 15:00:00,4422.5,4435.5,4414.5,4428.5,16455.0,eg2105,20210111,4416.0,4422.5,59.03561374050888,52.35700104466186,4365.809841006383,4423.0,4480.190158993617,2.5860347724900263,0.5480851959216783
2021-01-11 21:15:00,4420.5,4459.5,4417.5,4450.5,30953.0,eg2105,20210112,4429.0,4428.5,67.37861366681663,56.729836120245004,4365.423135003598,4423.964285714285,4482.505436424973,2.646547165840667,0.7266415501196347
2021-01-11 21:30:00,4449.5,4459.5,4423.5,4429.5,24687.0,eg2105,20210112,4429.0,4450.5,54.63328684125959,51.83880644402281,4365.6028411734505,4422.535714285715,4479.468587397979,2.5746710389860303,0.5611622541914639
2021-01-11 21:45:00,4429.5,4429.5,4393.0,4414.5,24690.0,eg2105,20210112,4429.0,4429.5,47.01105561891766,48.61467455314631,4366.141669877966,4419.321428571428,4472.501187264891,2.4066934054467866,0.45466857419173345
2021-01-11 22:00:00,4414.5,4423.5,4407.5,4411.5,11336.0,eg2105,20210112,4429.0,4414.5,45.48794193648121,47.97204496608113,4367.189798700182,4416.035714285715,4464.881629871247,2.212206546587375,0.4535712021021253
2021-01-11 22:15:00,4411.5,4454.0,4409.0,4442.5,21822.0,eg2105,20210112,4429.0,4411.5,61.11137803451752,54.64400123934677,4368.784888847309,4415.142857142857,4461.500825438405,2.099953265183685,0.7950640835112964
2021-01-11 22:30:00,4442.5,4450.5,4421.5,4428.5,15424.0,eg2105,20210112,4429.0,4442.5,52.895560459008045,51.43599916146384,4370.197046229724,4413.821428571428,4457.445810913133,1.976717139452731,0.668238157661421
2021-01-11 22:45:00,4428.5,4453.5,4407.5,4413.5,27088.0,eg2105,20210112,4429.0,4428.5,45.09996360835385,48.17281150946922,4369.8545164544985,4413.321428571428,4456.788340688358,1.9698049562186546,0.5020541075944294
2021-01-11 23:00:00,4413.5,4419.5,4392.5,4415.5,22959.0,eg2105,20210112,4429.0,4413.5,46.36470236140474,48.64067333358276,4376.682474823452,4415.892857142857,4455.103239462262,1.7758756196260794,0.4949903938750622
2021-01-12 09:15:00,4421.0,4475.5,4419.0,4475.0,43921.0,eg2105,20210112,4429.0,4415.5,70.56927351605309,60.16254840506413,4372.689307925638,4421.214285714285,4469.739263502933,2.1950973037176738,1.0542064802170603
2021-01-12 09:30:00,4475.0,4494.5,4465.5,4472.5,45090.0,eg2105,20210112,4429.0,4475.0,68.999288177161,59.55797162202548,4381.1971892472175,4428.357142857143,4475.517096467069,2.129907416613575,0.9680120925051783
