datetime,open,high,low,close,volume,Contract,TradeDate,PreClose,last_close,RSI_6,RSI_14,RSI_50,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,BBB_14_2.0,BBP_14_2.0
2021-01-04 09:10:00,4406.5,4437.0,4383.0,4389.5,31263.0,eg2105,20210104,4398.0,,,,,,,,,
2021-01-04 09:20:00,4390.5,4394.5,4357.0,4360.5,16650.0,eg2105,20210104,4398.0,4389.5,,,,,,,,
2021-01-04 09:30:00,4360.5,4389.5,4358.5,4375.5,9552.0,eg2105,20210104,4398.0,4360.5,,,,,,,,
2021-01-04 09:40:00,4375.5,4397.5,4375.5,4396.5,6474.0,eg2105,20210104,4398.0,4375.5,,,,,,,,
2021-01-04 09:50:00,4396.5,4405.5,4391.5,4402.0,6485.0,eg2105,20210104,4398.0,4396.5,,,,,,,,
2021-01-04 10:00:00,4402.5,4410.5,4398.5,4408.5,6359.0,eg2105,20210104,4398.0,4402.0,,,,,,,,
2021-01-04 10:10:00,4408.5,4413.5,4393.5,4402.5,6630.0,eg2105,20210104,4398.0,4408.5,61.85059927581138,,,,,,,
2021-01-04 10:20:00,4402.5,4408.0,4392.5,4396.5,2901.0,eg2105,20210104,4398.0,4402.5,53.52322129135804,,,,,,,
2021-01-04 10:40:00,4396.5,4419.5,4396.5,4410.5,9595.0,eg2105,20210104,4398.0,4396.5,66.24739723391988,,,,,,,
2021-01-04 10:50:00,4410.5,4417.5,4405.5,4414.5,4502.0,eg2105,20210104,4398.0,4410.5,69.14374107392136,,,,,,,
2021-01-04 11:00:00,4414.5,4421.5,4412.5,4415.0,5549.0,eg2105,20210104,4398.0,4414.5,69.53586465923433,,,,,,,
2021-01-04 11:10:00,4415.5,4421.5,4398.5,4413.5,7400.0,eg2105,20210104,4398.0,4415.0,66.49383411035663,,,,,,,
2021-01-04 11:20:00,4413.5,4420.5,4410.5,4416.0,4648.0,eg2105,20210104,4398.0,4413.5,69.18959925933623,,,,,,,
2021-01-04 11:30:00,4416.5,4425.5,4416.5,4423.5,3871.0,eg2105,20210104,4398.0,4416.0,76.10931708544139,,,4368.493958658399,4401.75,4435.006041341601,1.5110372620708266,0.8270082535769533
2021-01-04 13:40:00,4424.0,4449.5,4424.0,4448.5,20496.0,eg2105,20210104,4398.0,4423.5,87.4151021404695,77.93140223677267,,4365.758628177576,4405.964285714285,4446.169943250995,1.825055989086011,1.0289767273035841
2021-01-04 13:50:00,4449.0,4464.5,4440.5,4451.5,15138.0,eg2105,20210104,4398.0,4448.5,88.21798852590464,78.72335262326587,,4374.393929256586,4412.464285714285,4450.534642171985,1.7255825313286113,1.0126786024329395
2021-01-04 14:00:00,4452.5,4481.0,4452.5,4471.5,11377.0,eg2105,20210104,4398.0,4451.5,92.19931096204583,83.08211129179874,,4376.116588989903,4419.321428571428,4462.526268152954,1.9552702956703316,1.103851002965919
2021-01-04 14:10:00,4472.5,4489.5,4472.5,4484.5,12751.0,eg2105,20210104,4398.0,4471.5,93.82648800671984,85.20391193049755,,4372.94219304443,4425.607142857143,4478.272092669857,2.380010159632623,1.0591276299729797
2021-01-04 14:20:00,4484.5,4492.0,4478.5,4486.5,10630.0,eg2105,20210104,4398.0,4484.5,94.05541209131704,85.50510488999232,,4372.24537214147,4431.642857142857,4491.040342144243,2.680607933270186,0.9617800135465552
2021-01-04 14:30:00,4487.5,4492.0,4468.5,4469.5,8733.0,eg2105,20210104,4398.0,4486.5,68.24347943709056,72.07482368918592,,4375.101958746019,4436.0,4496.898041253981,2.7456285506754425,0.7750498974202219
2021-01-04 14:40:00,4470.5,4481.5,4466.5,4479.5,6518.0,eg2105,20210104,4398.0,4469.5,73.39695684374283,74.60196189891646,,4379.794478135489,4441.5,4503.205521864511,2.7785892993137886,0.8079140962735716
2021-01-04 14:50:00,4479.5,4489.5,4475.5,4484.5,11207.0,eg2105,20210104,4398.0,4479.5,75.7574216134276,75.78207773695827,,4387.792007132719,4447.785714285715,4507.77942143871,2.6976887380299677,0.8059844728435991
2021-01-04 15:00:00,4484.5,4505.5,4480.5,4502.5,20494.0,eg2105,20210104,4398.0,4484.5,82.4749467139441,79.47878256527642,,4392.030321559554,4454.357142857143,4516.683964154732,2.7984653811396436,0.8862129989991898
2021-01-04 21:10:00,4490.5,4510.5,4482.5,4488.5,26749.0,eg2105,20210105,4503.0,4502.5,65.5279158259347,70.46896493551546,,4399.210570867305,4459.642857142857,4520.0751434184085,2.7101850175629787,0.7387560080514238
2021-01-04 21:20:00,4488.5,4503.5,4474.0,4483.5,14540.0,eg2105,20210105,4503.0,4488.5,60.2243617854794,67.52484796026326,,4408.415353471126,4464.535714285715,4520.6560751003035,2.5140513776164326,0.6689608320315311
2021-01-04 21:30:00,4483.5,4483.5,4466.0,4481.5,11984.0,eg2105,20210105,4503.0,4483.5,57.97218962952373,66.33108271791738,,4420.472837035059,4469.392857142857,4518.312877250655,2.189112556065227,0.6237442547086476
2021-01-04 21:40:00,4481.5,4497.5,4480.5,4492.5,6093.0,eg2105,20210105,4503.0,4481.5,66.29189047458712,69.52248959065582,,4434.710218813019,4474.857142857143,4515.004066901267,1.794333216120972,0.7197286288168224
2021-01-04 21:50:00,4492.5,4499.5,4489.5,4493.5,3552.0,eg2105,20210105,4503.0,4492.5,67.0044399289176,69.80271845812334,,4450.574216160535,4479.857142857143,4509.140069553751,1.3073152005883963,0.7329490027449528
2021-01-04 22:00:00,4493.5,4506.5,4493.5,4503.5,4590.0,eg2105,20210105,4503.0,4493.5,73.68073617110869,72.5234190837236,,4457.813987114703,4483.785714285715,4509.757441456726,1.1584731664701724,0.8795335902090016
2021-01-04 22:10:00,4503.5,4508.5,4496.5,4499.5,4149.0,eg2105,20210105,4503.0,4503.5,67.15814684196135,69.81385634659125,,4467.208164202114,4487.214285714285,4507.220407226457,0.8916945007892243,0.8070488769709876
2021-01-04 22:20:00,4500.0,4523.5,4496.5,4520.5,9868.0,eg2105,20210105,4503.0,4499.5,78.9165493105191,75.07820101845903,,4466.275691279257,4490.714285714285,4515.152880149313,1.0884056691280113,1.1093990872695763
2021-01-04 22:30:00,4520.5,4523.5,4510.5,4511.5,7973.0,eg2105,20210105,4503.0,4520.5,66.64515981841087,69.48529543309154,,4466.284262525452,4492.642857142857,4519.001451760262,1.1734115288286375,0.857703874786466
2021-01-04 22:40:00,4512.0,4512.5,4500.5,4507.0,6459.0,eg2105,20210105,4503.0,4511.5,60.95785410014423,66.80556588492553,,4467.008965344801,4494.107142857143,4521.205320369485,1.2059426556134178,0.7378915913622758
2021-01-04 22:50:00,4507.0,4514.5,4503.5,4513.5,2434.0,eg2105,20210105,4503.0,4507.0,65.98872287496246,68.68421995177924,,4472.165144010766,4497.25,4522.334855989234,1.1155642221016755,0.8239006037542005
