"资金账号                     	","品种                       	","合约                       	","买卖                       	","手数                       	","可用                       	","逐笔浮盈                     	","浮盈比例                     	","保证金                      	","开仓均价                     	","盯市浮盈                     	","今手数                      	","盈损                       	","投保                       	","计算价格                     	","昨结算                      	","虚实值                      	",
"                         	","                         	","                         	","                         	","2                        	","                         	","-1,140.00                	","                         	","52,742.80                	","                         	","5,360.00                 	","                         	","                         	","                         	","                         	","                         	","                         	",
"10116715                 	","沪锡                       	","SN2205                   	","买                        	","1                        	","1                        	","-1,120.00                	","-0.33%                   	","46,740.40                	","340360.00                	","5,380.00                 	","0                        	","否                        	","投机                       	","339240                   	","339240                   	","                         	",
"10116715                 	","螺纹                       	","RB2210                   	","卖                        	","1                        	","1                        	","-20.00                   	","-0.04%                   	","6,002.40                 	","5002.00                  	","-20.00                   	","1                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
