"资金账号                     	","名称                       	","合约                       	","买卖                       	","开平                       	","成交价                      	","成交量                      	","T+1                      	","委托号                      	","手续费                      	","权利金                      	","成交日期                     	","成交时间                     	","平盈                       	",
"10116715                 	","螺纹                       	","RB2210                   	","买                        	","平仓                       	","4942.00                  	","1                        	","否                        	","0000000000000005374o     	","0.00                     	","0.00                     	","2022-04-13               	","21:01:58                 	","0.00                     	",
"10116715                 	","螺纹                       	","RB2210                   	","买                        	","开仓                       	","4983.97                  	","920                      	","否                        	","0000000000000001743o     	","0.00                     	","0.00                     	","2022-04-14               	","14:55:35                 	","0.00                     	",
"10116715                 	","螺纹                       	","RB2210                   	","买                        	","平今                       	","4986.52                  	","941                      	","否                        	","0000000000000002343o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:58                 	","0.00                     	",
"10116715                 	","螺纹                       	","RB2210                   	","卖                        	","平仓                       	","4947.20                  	","5                        	","否                        	","0000000000000001535o     	","0.00                     	","0.00                     	","2022-04-13               	","21:02:02                 	","0.00                     	",
"10116715                 	","螺纹                       	","RB2210                   	","卖                        	","开仓                       	","4986.77                  	","942                      	","否                        	","0000000000000001614o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:43                 	","0.00                     	",
"10116715                 	","螺纹                       	","RB2210                   	","卖                        	","平今                       	","4984.69                  	","920                      	","否                        	","0000000000000001936o     	","0.00                     	","0.00                     	","2022-04-14               	","14:57:19                 	","0.00                     	",
