,code,exchange,orderid,tradeid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_         273,       31404,多,平昨,5028.0,1,2022-04-12 21:00:13
1,rb2210,SHFE,0_0_         273,       31633,多,平昨,5028.0,1,2022-04-12 21:00:14
2,rb2210,SHFE,0_0_         273,       31643,多,平昨,5028.0,3,2022-04-12 21:00:14
3,rb2210,SHFE,0_0_         404,       34435,空,平昨,5032.0,1,2022-04-12 21:00:17
4,rb2210,SHFE,0_0_         436,       34468,多,平昨,5031.0,1,2022-04-12 21:00:17
5,rb2210,SHFE,0_0_         640,       43511,空,开,5031.0,8,2022-04-12 21:00:25
6,rb2210,SHFE,0_0_         845,       48598,空,平昨,5029.0,3,2022-04-12 21:00:31
7,rb2210,SHFE,0_0_         875,       49677,空,平昨,5029.0,1,2022-04-12 21:00:32
8,rb2210,SHFE,0_0_         878,       49748,多,平今,5028.0,1,2022-04-12 21:00:32
9,rb2210,SHFE,0_0_         903,       50428,多,平今,5029.0,4,2022-04-12 21:00:33
10,rb2210,SHFE,0_0_        1378,       63427,多,平今,5023.000000000001,1,2022-04-12 21:00:50
11,rb2210,SHFE,0_0_        1378,       63480,多,平今,5023.0,1,2022-04-12 21:00:50
12,rb2210,SHFE,0_0_        1378,       63537,多,平今,5023.0,1,2022-04-12 21:00:50
13,rb2210,SHFE,0_0_        1380,       64238,空,开,5024.0,3,2022-04-12 21:00:51
14,rb2210,SHFE,0_0_        1429,       64714,空,平昨,5024.0,1,2022-04-12 21:00:51
15,rb2210,SHFE,0_0_        1437,       64865,多,平今,5023.0,1,2022-04-12 21:00:52
16,rb2210,SHFE,0_0_        1450,       65010,空,开,5024.0,1,2022-04-12 21:00:52
17,rb2210,SHFE,0_0_        1675,       69183,多,开,5024.0,1,2022-04-12 21:00:59
18,rb2210,SHFE,0_0_        1675,       69276,多,开,5024.0,1,2022-04-12 21:00:59
19,rb2210,SHFE,0_0_        1675,       69278,多,开,5024.0,1,2022-04-12 21:00:59
