,code,exchange,orderid,direction,type,offset,price,volume,traded,status,datetime
0,sn2205,SHFE,0_0_      654781,多,限价,开,343730.0,1,0,已撤销,2022-03-31 22:21:27
1,sn2205,SHFE,0_0_      654863,多,限价,开,344030.0,1,1,全部成交,2022-03-31 22:21:28
2,sn2205,SHFE,0_0_      661087,空,限价,平今,344180.0,1,0,已撤销,2022-03-31 22:22:15
3,sn2205,SHFE,0_0_      682891,空,限价,平今,344000.0,1,0,已撤销,2022-03-31 22:25:31
4,sn2205,SHFE,0_0_      696139,空,限价,平今,343850.0,1,0,已撤销,2022-03-31 22:27:32
5,sn2205,SHFE,0_0_      699737,空,限价,平今,343570.0,1,0,已撤销,2022-03-31 22:28:04
6,sn2205,SHFE,0_0_      715570,空,限价,平今,344120.0,1,0,已撤销,2022-03-31 22:30:22
7,sn2205,SHFE,0_0_      716463,空,限价,平今,343960.0,1,0,已撤销,2022-03-31 22:30:27
8,sn2205,SHFE,0_0_      727955,空,限价,平今,343860.0,1,0,已撤销,2022-03-31 22:32:12
9,sn2205,SHFE,0_0_      746889,空,限价,平今,343980.0,1,0,已撤销,2022-03-31 22:35:11
10,sn2205,SHFE,0_0_      748995,空,限价,平今,344090.0,1,0,已撤销,2022-03-31 22:35:30
11,sn2205,SHFE,0_0_      774529,空,限价,平今,344200.0,1,0,已撤销,2022-03-31 22:39:28
12,sn2205,SHFE,0_0_      779884,空,限价,平今,344280.0,1,0,已撤销,2022-03-31 22:40:20
13,sn2205,SHFE,0_0_      793495,空,限价,平今,344130.0,1,0,已撤销,2022-03-31 22:42:27
14,sn2205,SHFE,0_0_      802524,空,限价,平今,343550.0,1,0,已撤销,2022-03-31 22:44:15
15,sn2205,SHFE,0_0_      831666,空,限价,平今,343630.0,1,0,已撤销,2022-03-31 22:48:26
16,sn2205,SHFE,0_0_      833250,空,限价,平今,343510.0,1,0,已撤销,2022-03-31 22:48:38
17,sn2205,SHFE,0_0_      919943,空,限价,平今,343330.0,1,0,已撤销,2022-03-31 23:00:55
18,sn2205,SHFE,0_0_      923105,空,限价,平今,343420.0,1,0,已撤销,2022-03-31 23:02:10
19,sn2205,SHFE,0_0_      936897,空,限价,平今,343070.0,1,0,已撤销,2022-03-31 23:06:57
20,sn2205,SHFE,0_0_      948936,空,限价,平今,343130.0,1,0,已撤销,2022-03-31 23:11:44
21,sn2205,SHFE,0_0_      959154,空,限价,平今,343450.0,1,0,已撤销,2022-03-31 23:15:37
22,sn2205,SHFE,0_0_      982114,空,限价,平今,344130.0,1,0,已撤销,2022-03-31 23:24:56
23,sn2205,SHFE,0_0_      996686,空,限价,平今,343760.0,1,0,已撤销,2022-03-31 23:30:06
24,sn2205,SHFE,0_0_     1014547,空,限价,平今,343630.0,1,0,已撤销,2022-03-31 23:37:09
