"资金账号                     	","名称                       	","合约                       	","买卖                       	","开平                       	","成交价                      	","成交量                      	","T+1                      	","委托号                      	","手续费                      	","权利金                      	","成交日期                     	","成交时间                     	","平盈                       	",
"10116699                 	","螺纹                       	","RB2210                   	","买                        	","平仓                       	","4937.67                  	","3                        	","否                        	","0000000000000002897o     	","0.00                     	","0.00                     	","2022-04-13               	","21:01:42                 	","0.00                     	",
"10116699                 	","螺纹                       	","RB2210                   	","买                        	","开仓                       	","4985.81                  	","882                      	","否                        	","0000000000000001441o     	","0.00                     	","0.00                     	","2022-04-14               	","14:57:14                 	","0.00                     	",
"10116699                 	","螺纹                       	","RB2210                   	","买                        	","平今                       	","4984.23                  	","870                      	","否                        	","0000000000000005327o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:20                 	","0.00                     	",
"10116699                 	","螺纹                       	","RB2210                   	","卖                        	","开仓                       	","4984.55                  	","877                      	","否                        	","0000000000000004032o     	","0.00                     	","0.00                     	","2022-04-14               	","14:58:17                 	","0.00                     	",
"10116699                 	","螺纹                       	","RB2210                   	","卖                        	","平今                       	","4986.69                  	","878                      	","否                        	","0000000000000001511o     	","0.00                     	","0.00                     	","2022-04-14               	","14:57:30                 	","0.00                     	",
