,code,exchange,orderid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_      158006,空,开,5118.0,4,2022-04-06 21:19:47
1,rb2210,SHFE,0_0_      158006,空,开,5118.0,4,2022-04-06 21:19:47
2,rb2210,SHFE,0_0_      158222,多,平今,5117.0,1,2022-04-06 21:20:00
3,rb2210,SHFE,0_0_      160567,多,平今,5117.0,1,2022-04-06 21:20:01
4,rb2210,SHFE,0_0_      162772,多,平今,5116.0,3,2022-04-06 21:20:13
5,rb2210,SHFE,0_0_      162772,多,平今,5116.0,1,2022-04-06 21:20:13
6,rb2210,SHFE,0_0_      163314,空,开,5117.0,2,2022-04-06 21:20:13
7,rb2210,SHFE,0_0_      164485,多,平今,5116.0,4,2022-04-06 21:20:22
8,rb2210,SHFE,0_0_      165146,多,开,5116.0,1,2022-04-06 21:20:24
9,rb2210,SHFE,0_0_      166846,多,开,5117.0,3,2022-04-06 21:20:52
10,rb2210,SHFE,0_0_      169501,空,平今,5118.0,1,2022-04-06 21:20:58
11,rb2210,SHFE,0_0_      169501,空,平今,5118.0,2,2022-04-06 21:20:59
12,rb2210,SHFE,0_0_      174104,空,开,5115.0,1,2022-04-06 21:21:24
13,rb2210,SHFE,0_0_      174104,空,开,5115.0,1,2022-04-06 21:21:24
14,rb2210,SHFE,0_0_      174104,空,开,5115.0,2,2022-04-06 21:21:24
15,rb2210,SHFE,0_0_      183780,多,平今,5113.0,4,2022-04-06 21:22:13
16,rb2210,SHFE,0_0_      185463,空,开,5113.0,1,2022-04-06 21:22:23
17,rb2210,SHFE,0_0_      185463,空,开,5113.0,1,2022-04-06 21:22:23
18,rb2210,SHFE,0_0_      185772,多,平今,5113.0,1,2022-04-06 21:22:40
19,rb2210,SHFE,0_0_      187491,空,平今,5114.0,1,2022-04-06 21:22:42
20,rb2210,SHFE,0_0_      198732,空,开,5111.0,2,2022-04-06 21:24:15
21,rb2210,SHFE,0_0_      229251,空,开,5110.0,1,2022-04-06 21:27:20
22,rb2210,SHFE,0_0_      229251,空,开,5110.0,1,2022-04-06 21:27:20
23,rb2210,SHFE,0_0_      229251,空,开,5110.0,1,2022-04-06 21:27:20
24,rb2210,SHFE,0_0_      232223,空,开,5110.0,1,2022-04-06 21:27:25
25,rb2210,SHFE,0_0_      247142,空,开,5115.0,1,2022-04-06 21:28:53
26,rb2210,SHFE,0_0_      247250,多,平今,5115.0,2,2022-04-06 21:28:54
27,rb2210,SHFE,0_0_      247279,空,开,5116.0,2,2022-04-06 21:29:08
28,rb2210,SHFE,0_0_      249195,多,平今,5115.0,1,2022-04-06 21:29:08
29,rb2210,SHFE,0_0_      249195,多,平今,5115.0,1,2022-04-06 21:29:08
30,rb2210,SHFE,0_0_      257001,多,平今,5118.0,1,2022-04-06 21:30:03
31,rb2210,SHFE,0_0_      260345,多,平今,5120.0,1,2022-04-06 21:30:16
32,rb2210,SHFE,0_0_      266443,空,开,5122.000000000001,4,2022-04-06 21:30:53
33,rb2210,SHFE,0_0_      267154,多,平今,5121.0,1,2022-04-06 21:30:54
34,rb2210,SHFE,0_0_      267154,多,平今,5121.0,1,2022-04-06 21:30:54
35,rb2210,SHFE,0_0_      267154,多,平今,5121.0,2,2022-04-06 21:30:54
