,code,exchange,orderid,direction,offset,price,volume,datetime
0,rb2210,SHFE,0_0_        1561,空,平昨,4892.0,1,2022-04-11 21:00:45
1,rb2210,SHFE,0_0_        1864,多,平昨,4892.0,4,2022-04-11 21:00:53
2,rb2210,SHFE,0_0_        2047,空,平昨,4891.0,2,2022-04-11 21:00:59
3,rb2210,SHFE,0_0_        2147,多,开,4890.0,1,2022-04-11 21:00:59
4,rb2210,SHFE,0_0_        2147,多,开,4890.0,1,2022-04-11 21:00:59
5,rb2210,SHFE,0_0_        2296,多,开,4890.0,1,2022-04-11 21:01:03
6,rb2210,SHFE,0_0_        2381,空,平今,4890.0,3,2022-04-11 21:01:06
7,rb2210,SHFE,0_0_        2365,空,平昨,4891.0,2,2022-04-11 21:01:14
8,rb2210,SHFE,0_0_        2365,空,平昨,4891.0,1,2022-04-11 21:01:14
9,rb2210,SHFE,0_0_        2365,空,平昨,4891.0,1,2022-04-11 21:01:14
10,rb2210,SHFE,0_0_        2615,多,开,4890.0,4,2022-04-11 21:01:14
11,rb2210,SHFE,0_0_        2950,空,平今,4893.0,1,2022-04-11 21:01:27
12,rb2210,SHFE,0_0_        2950,空,平今,4893.0,2,2022-04-11 21:01:27
13,rb2210,SHFE,0_0_        2987,多,开,4892.0,3,2022-04-11 21:01:31
14,rb2210,SHFE,0_0_        3111,空,平今,4893.0,3,2022-04-11 21:01:33
15,rb2210,SHFE,0_0_        3176,多,开,4892.0,4,2022-04-11 21:01:34
16,rb2210,SHFE,0_0_        3201,空,平今,4893.0,4,2022-04-11 21:01:35
17,rb2210,SHFE,0_0_        3221,空,开,4893.0,4,2022-04-11 21:01:35
18,rb2210,SHFE,0_0_        3269,多,平今,4892.0,2,2022-04-11 21:01:37
19,rb2210,SHFE,0_0_        3339,空,开,4892.0,4,2022-04-11 21:01:43
20,rb2210,SHFE,0_0_        4202,多,平今,4893.0,3,2022-04-11 21:02:04
21,rb2210,SHFE,0_0_        4293,空,开,4894.0,4,2022-04-11 21:02:06
22,rb2210,SHFE,0_0_        4316,多,平今,4894.0,1,2022-04-11 21:02:06
23,rb2210,SHFE,0_0_        6005,多,平今,4892.0,4,2022-04-11 21:02:54
24,rb2210,SHFE,0_0_        6259,空,开,4893.0,2,2022-04-11 21:02:56
25,rb2210,SHFE,0_0_        6557,多,平今,4893.0,2,2022-04-11 21:03:08
26,rb2210,SHFE,0_0_        7031,空,开,4894.0,1,2022-04-11 21:03:11
27,rb2210,SHFE,0_0_        7031,空,开,4894.0,1,2022-04-11 21:03:11
28,rb2210,SHFE,0_0_        7031,空,开,4894.0,1,2022-04-11 21:03:11
29,rb2210,SHFE,0_0_        7319,空,开,4894.0,2,2022-04-11 21:03:14
30,rb2210,SHFE,0_0_        7443,多,平今,4893.0,2,2022-04-11 21:03:14
31,rb2210,SHFE,0_0_        7447,空,开,4894.0,2,2022-04-11 21:03:15
32,rb2210,SHFE,0_0_        8959,多,开,4886.0,4,2022-04-11 21:03:43
33,rb2210,SHFE,0_0_        8222,空,平今,4888.0,1,2022-04-11 21:03:51
34,rb2210,SHFE,0_0_        7610,空,平昨,4893.0,1,2022-04-11 21:04:29
35,rb2210,SHFE,0_0_       12866,多,平今,4892.0,2,2022-04-11 21:04:32
36,rb2210,SHFE,0_0_       13008,空,平今,4893.0,2,2022-04-11 21:04:34
37,rb2210,SHFE,0_0_       13864,多,开,4895.0,4,2022-04-11 21:04:43
38,rb2210,SHFE,0_0_       13864,多,开,4895.0,1,2022-04-11 21:04:43
39,rb2210,SHFE,0_0_       14001,空,平今,4896.0,4,2022-04-11 21:04:43
40,rb2210,SHFE,0_0_       14123,多,开,4895.0,2,2022-04-11 21:04:52
41,rb2210,SHFE,0_0_       14123,多,开,4895.0,2,2022-04-11 21:04:52
42,rb2210,SHFE,0_0_       14551,空,平今,4895.0,1,2022-04-11 21:04:52
43,rb2210,SHFE,0_0_       14551,空,平今,4895.0,1,2022-04-11 21:04:52
44,rb2210,SHFE,0_0_       14551,空,平今,4895.0,1,2022-04-11 21:04:52
45,rb2210,SHFE,0_0_       14551,空,平今,4895.0,1,2022-04-11 21:04:52
46,rb2210,SHFE,0_0_       14551,空,平今,4895.0,2,2022-04-11 21:04:52
47,rb2210,SHFE,0_0_       14515,空,平今,4896.0,1,2022-04-11 21:04:56
48,rb2210,SHFE,0_0_       15004,多,开,4895.0,4,2022-04-11 21:05:05
49,rb2210,SHFE,0_0_       16881,空,平今,4895.0,4,2022-04-11 21:05:05
50,rb2210,SHFE,0_0_       17054,多,开,4896.0,4,2022-04-11 21:05:06
51,rb2210,SHFE,0_0_       30878,多,平今,4886.0,1,2022-04-11 21:06:43
52,rb2210,SHFE,0_0_       30878,多,平今,4886.0,1,2022-04-11 21:06:43
53,rb2210,SHFE,0_0_       30878,多,平今,4886.0,1,2022-04-11 21:06:43
54,rb2210,SHFE,0_0_       44873,空,开,4880.0,2,2022-04-11 21:08:10
55,rb2210,SHFE,0_0_       50769,空,平今,4878.0,3,2022-04-11 21:08:34
56,rb2210,SHFE,0_0_       54894,多,平今,4877.0,1,2022-04-11 21:08:55
57,rb2210,SHFE,0_0_       54894,多,平今,4877.0,1,2022-04-11 21:08:55
58,rb2210,SHFE,0_0_       55009,空,开,4878.0,2,2022-04-11 21:09:03
59,rb2210,SHFE,0_0_       63088,空,开,4876.0,4,2022-04-11 21:09:37
60,rb2210,SHFE,0_0_       65307,多,平今,4875.0,1,2022-04-11 21:09:51
61,rb2210,SHFE,0_0_       74741,空,平今,4876.0,1,2022-04-11 21:10:31
62,rb2210,SHFE,0_0_       77725,多,平今,4879.0,1,2022-04-11 21:10:43
63,rb2210,SHFE,0_0_       76729,多,平今,4877.0,4,2022-04-11 21:11:05
64,rb2210,SHFE,0_0_       82894,多,开,4876.0,3,2022-04-11 21:11:15
65,rb2210,SHFE,0_0_       67909,多,平今,4874.0,2,2022-04-11 21:11:25
66,rb2210,SHFE,0_0_       87403,空,平今,4875.0,2,2022-04-11 21:11:25
67,rb2210,SHFE,0_0_       89474,空,平今,4873.0,1,2022-04-11 21:11:35
68,rb2210,SHFE,0_0_       85492,空,开,4877.0,1,2022-04-11 21:11:43
