"资金账号                     	","品种                       	","合约                       	","买卖                       	","手数                       	","可用                       	","逐笔浮盈                     	","浮盈比例                     	","保证金                      	","开仓均价                     	","盯市浮盈                     	","今手数                      	","盈损                       	","投保                       	","计算价格                     	","昨结算                      	","虚实值                      	",
"                         	","                         	","                         	","                         	","11                       	","                         	","-20.00                   	","                         	","66,040.80                	","                         	","-20.00                   	","                         	","                         	","                         	","                         	","                         	","                         	",
"10116699                 	","沪锡                       	","SN2205                   	","卖                        	","1                        	","1                        	","200.00                   	","0.06%                    	","46,740.40                	","339440.00                	","-5,380.00                	","0                        	","否                        	","投机                       	","339240                   	","339240                   	","                         	",
"10116699                 	","螺纹                       	","RB2210                   	","卖                        	","7                        	","7                        	","-60.00                   	","-0.02%                   	","42,026.40                	","5003.14                  	","-60.00                   	","7                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
"10116699                 	","螺纹                       	","RB2210                   	","买                        	","4                        	","4                        	","40.00                    	","0.02%                    	","24,014.40                	","5003.00                  	","40.00                    	","4                        	","否                        	","投机                       	","5004                     	","5004                     	","                         	",
