,code,exchange,orderid,direction,type,offset,price,volume,traded,status,datetime
0,rb2210,SHFE,0_0_         162,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:09
1,rb2210,SHFE,0_0_         164,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:09
2,rb2210,SHFE,0_0_         201,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:10
3,rb2210,SHFE,0_0_         228,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:11
4,rb2210,SHFE,0_0_         229,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:11
5,rb2210,SHFE,0_0_         232,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:11
6,rb2210,SHFE,0_0_         241,空,限价,平昨,5028.0,1,1,全部成交,2022-04-12 21:00:12
7,rb2210,SHFE,0_0_         265,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:12
8,rb2210,SHFE,0_0_         267,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:12
9,rb2210,SHFE,0_0_         268,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:12
10,rb2210,SHFE,0_0_         269,多,限价,开,4997.0,1,0,已撤销,2022-04-12 21:00:12
11,rb2210,SHFE,0_0_         295,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:13
12,rb2210,SHFE,0_0_         300,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:13
13,rb2210,SHFE,0_0_         330,多,限价,开,4999.0,1,0,已撤销,2022-04-12 21:00:14
14,rb2210,SHFE,0_0_         381,多,限价,平昨,5030.0,1,1,全部成交,2022-04-12 21:00:16
15,rb2210,SHFE,0_0_         414,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:16
16,rb2210,SHFE,0_0_         416,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:16
17,rb2210,SHFE,0_0_         440,空,限价,平昨,5031.0,1,1,全部成交,2022-04-12 21:00:17
18,rb2210,SHFE,0_0_         455,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:17
19,rb2210,SHFE,0_0_         478,多,限价,开,4999.0,1,0,已撤销,2022-04-12 21:00:18
20,rb2210,SHFE,0_0_         493,多,限价,平昨,5030.0,1,1,全部成交,2022-04-12 21:00:19
21,rb2210,SHFE,0_0_         494,空,限价,平昨,5031.0,1,1,全部成交,2022-04-12 21:00:19
22,rb2210,SHFE,0_0_         526,多,限价,开,5030.0,3,3,全部成交,2022-04-12 21:00:19
23,rb2210,SHFE,0_0_         535,空,限价,平昨,5031.0,2,2,全部成交,2022-04-12 21:00:20
24,rb2210,SHFE,0_0_         536,多,限价,开,5030.0,2,2,全部成交,2022-04-12 21:00:20
25,rb2210,SHFE,0_0_         553,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:20
26,rb2210,SHFE,0_0_         556,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:20
27,rb2210,SHFE,0_0_         558,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:20
28,rb2210,SHFE,0_0_         564,多,限价,开,5030.0,2,2,全部成交,2022-04-12 21:00:21
29,rb2210,SHFE,0_0_         565,空,限价,平今,5031.0,2,2,全部成交,2022-04-12 21:00:21
30,rb2210,SHFE,0_0_         578,多,限价,开,5030.0,2,2,全部成交,2022-04-12 21:00:21
31,rb2210,SHFE,0_0_         582,多,限价,开,5000.0,1,0,已撤销,2022-04-12 21:00:21
32,rb2210,SHFE,0_0_         597,空,限价,平今,5031.0,2,2,全部成交,2022-04-12 21:00:22
33,rb2210,SHFE,0_0_         611,多,限价,开,5030.0,2,2,全部成交,2022-04-12 21:00:22
34,rb2210,SHFE,0_0_         612,多,限价,开,4999.0,1,0,已撤销,2022-04-12 21:00:22
35,rb2210,SHFE,0_0_         619,空,限价,平今,5031.0,2,2,全部成交,2022-04-12 21:00:22
36,rb2210,SHFE,0_0_         620,多,限价,开,5030.0,2,2,全部成交,2022-04-12 21:00:22
37,rb2210,SHFE,0_0_         635,空,限价,开,5031.0,8,8,全部成交,2022-04-12 21:00:23
38,rb2210,SHFE,0_0_         650,多,限价,开,5001.0,1,0,已撤销,2022-04-12 21:00:23
39,rb2210,SHFE,0_0_         678,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:24
40,rb2210,SHFE,0_0_         686,空,限价,平今,5029.0,4,4,全部成交,2022-04-12 21:00:25
41,rb2210,SHFE,0_0_         700,多,限价,平今,5029.0,4,4,全部成交,2022-04-12 21:00:25
42,rb2210,SHFE,0_0_         719,多,限价,平今,5028.0,4,0,已撤销,2022-04-12 21:00:26
43,rb2210,SHFE,0_0_         741,多,限价,开,4999.0,1,0,已撤销,2022-04-12 21:00:26
44,rb2210,SHFE,0_0_         807,多,限价,开,5031.0,3,3,全部成交,2022-04-12 21:00:29
45,rb2210,SHFE,0_0_         809,空,限价,平今,5032.0,3,0,已撤销,2022-04-12 21:00:29
46,rb2210,SHFE,0_0_         810,多,限价,开,5001.0,1,0,已撤销,2022-04-12 21:00:29
47,rb2210,SHFE,0_0_         838,多,限价,开,4999.0,1,0,已撤销,2022-04-12 21:00:30
48,rb2210,SHFE,0_0_         863,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:31
49,rb2210,SHFE,0_0_         866,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:31
50,rb2210,SHFE,0_0_         896,多,限价,开,4998.0,1,0,已撤销,2022-04-12 21:00:32
